entity_id,person_name,role_or_category,dynasty_or_period,doc_id,page_number,context_snippet,confidence
person_2e88645ba5955f,崇辨蒙塾,编,清,swhgz_4ce3b5c5c31c,89,吴郡地理志要 一卷／（清）崇辨蒙塾编辑·—清刊本。 《吴郡地理志要》原为长洲（吴县）陆甬庵所编，长久以来为各塾所传钞，此本即为崇辨蒙熟传抄编辑而成,high
person_c9084b6c462a02,向球,纂修,清,swhgz_4ce3b5c5c31c,93,卷4檀越（法施、财施）；卷5灵异；卷6规制；卷7寓贤；卷8艺文；卷末杂记、题跋。 （姚 伟） 穹窿山志 六卷／（清）向球纂修，李标编辑·—清康熙刻本。 球，字黼文，甬东（今浙江宁波）人。标，字子建，号霞起，嘉善人，贡生。精史学，尤熟悉,high
person_549df8d1246229,潘之恒,编,明,swhgz_4ce3b5c5c31c,95,世居石湖，故作此书以述其山川古迹，兼及人物。钞本有顾千里等题识，弥足珍贵。 （李嘉球） （明）三吴杂志 一卷／（明）潘之恒编．—明刻本。一此书专记太湖。 之恒，字景升，号天都山史。明歙（今安徽歙县）人，侨居南 京。工诗。嘉靖间官中书舍,high
person_1a4ad13343ec11,祝圣培等,纂修,清,swhgz_4ce3b5c5c31c,100,崇祯8年又经县令涂必泓重为修板付印。《隆庆志》“科第”类增辑至万历25年。 （江 陵） 长洲县志 二十二卷／（清）祝圣培等纂修。—康熙23年（1684）刻本。 圣培，字思益，清湖广应城人，康熙20年10月来任学官，修葺县志。其时去《万历,high
person_bbfff3152df8aa,彭方周,纂修,清,swhgz_4ce3b5c5c31c,103,聘》记有明初著名诗人高启生平，及其自号青丘子的原由，史料很珍贵。 （周 天） （吴郡）甫里志 二十四卷首一卷／（清）彭方周纂修，顾时鸿、王立礼校辑·—清乾隆30年（1765）刻本，抄本。——《中国地方志联合目录》作彭方周修，顾时鸿、王立,high
person_c43ebe77e6b998,徐傅,编,清,swhgz_4ce3b5c5c31c,104,8位举人姓名、仕履、中举年代等内容。但抄本目录与正文间有不相符处。 （朱兰霞） （道光）光福志 十二卷首二卷／（清）徐傅编·—道光24年（1844）稿本，清顾莼思无邪室抄本，抄本。——光福，今为吴县光福乡。 傅，字月坡，江苏吴县光福,high
person_db7602e597badf,徐傅,编,清,swhgz_4ce3b5c5c31c,104,范成大、沈德潜、汪琬、王士祯等。然而，地理与人物诸门，尚有缺略。 （周 天） 光福志 十二卷首一卷补编一卷／（清）徐傅编。（民国）五镛抄辑，张郁文校补·—民国18年（1929）苏城毛上珍铅字本，抄本。——张郁文《中国地方志联合目录,high
person_71f215c60535d2,徐山民,编,清,swhgz_4ce3b5c5c31c,108,甫里人物考 二十二卷／（清）徐山民编．—道光9年（1829）刊本。——吴县档案馆藏。 山民，名达源，以字行，吴江县黎里镇人。诸生，官至待诏。博雅好,high
person_5a11f289e9324f,孙应时,纂修,宋,swhgz_4ce3b5c5c31c,108,清初抄本。 一藏苏州文管会，已残。尧峰山在吴县西南。《中国地方志联合目录》未著录。 重修琴川志 十五卷图一卷／（宋）孙应时纂修，鲍廉增补，（元）卢镇续修·明毛氏汲古阁刻本，清张海鹏借月山房刻本；清嘉庆间《宛委别藏》本，1988年江苏古籍,high
person_20d31e794c56c5,谶庐,编,民国,swhgz_4ce3b5c5c31c,119,1823）后“寻卒”，年69，是同治间久不在世了，疑志稿已经后人增补。 （冯 勤 张冠星） 双浜小志稿 三卷／（民国）谶庐编修·—民国21年（1932）未完稿本。 懺庐为王鸿飞的号。鸿飞，生平未详。卷1沿革、市镇、江防、海防、田赋、蠲,high
person_65a60257c43af1,时宝臣重,编,清,swhgz_4ce3b5c5c31c,126,人与日寇英勇斗争的事迹，体现了续志的时代特点，也表现了作者爱国、爱乡的情感。 （黄静 陈华） 双凤里志 六卷／（清）时宝臣重编·—抄本。——双凤乡今属太仓县。 《双凤里志》首里地全境图，次道光5年（1825）谭天成《序》、徐元润道光9年,high
person_552dbbb07cdd7e,钱云,编,清,swhgz_4ce3b5c5c31c,145,京博物院。 书中收录清乾隆《吴江县志》、《震泽县志》以后两县人物，下限迄于道光年间。 （杨晓蓉） 吴江人物志 （清）钱云编·—清光绪间抄本。一藏于南京博物院。 此志不分卷，凡5门：官师、武功、孝义、儒林、忠义。全书共收明洪武至清光绪,high
person_c1a44407293d96,张峰,纂修,明,swhgz_4ce3b5c5c31c,159,知县。此志纂于万历20年（1592），卷数，内容未详，末刻。顺治修志时尚未全佚。 （王德云） 海州志 十卷／（明）张峰纂修，裴天祐校正，郑复亨补辑·—明隆庆6年（1572）刻本；1962年12月上海古籍书店《天一阁藏明代地方志选刊》,high
person_8a9e2a3d96d36c,崔应阶重,编,清,swhgz_4ce3b5c5c31c,161,云台山志 八卷首一卷末一卷／（清）崔应阶重编，吴恒宣校订·—清乾隆37年（1772）刻本。——云台山在今连云港市。 应阶，清湖北江夏人，进士，曾任江苏布政,high
person_c1165c47eaade9,徐可达,纂修,明,swhgz_4ce3b5c5c31c,173,及兵匪之祸编年纪月，足可反映出沭阳一带历史上特别是近代政治社会方面的变化。 （王乃友） 【佚志】 沭阳县志 （明）徐可达纂修。 可达，江西德化人。选贡。明万历20年（1592）任沭阳县令。张奇抱《 沭阳县志·凡例》；“前明万历时大令,high
person_e87f817c3a2279,梁文焕,纂修,清,swhgz_4ce3b5c5c31c,174,沭阳县志 十卷／（清）梁文焕纂修。 文焕，陕西乾州人。清顺治15年（1658）进士。康熙元年任沭阳县令．康熙《张志》卷3《艺文》有康熙7年梁文,high
person_aa6bb780c480d9,眭文焕,纂修,清,swhgz_4ce3b5c5c31c,176,地、熟地、纳税、荒年减税等情况。因系现存最早县志，资料价值弥足珍贵。 （张鸿来） 重修桃源县志 十卷首一卷／（清）眭文焕纂修·—清乾隆3年（1738）刻本；民国6年（1917）汪保诚铅印本；抄本。 文焕，湖南零陵人，雍正元年（1723,high
person_0d747f7522db6f,乔弘德,纂修,清,swhgz_4ce3b5c5c31c,177,该志均依朱，刘谱牒一一改正。但将艺文分记在《名宦传》和《乡贤传》里，不合志例。 （曹红军） 安东县志 八卷／（清）乔弘德纂修·—清康熙37年（1698）刻蓝印本；上海社会科学院出版社1989年彭云生等点校本。——安东，即今涟水县。 弘,high
person_b4b56f96c82140,嵇钢,纂修,明,swhgz_4ce3b5c5c31c,178,余皆草率。特别是将旧志《艺文》附于《学校》，且仅记文目，有碍一方文献考索。 （江 凌） 【佚志】 安东县志 （明）嵇钢纂修。 钢，字克坚，邑人，明成化22年（1486）举人，选授於潜县令，历任河州知州，临兆知府．后辞官归里，以《洪武,high
person_091da2ad77c40d,曾惟诚,纂修,明,swhgz_4ce3b5c5c31c,181,帝王之生，天实为之”，并附会“武敏生稷，玄鸟生商”的古老传说，未免过于牵强。 （王乃友） 帝乡纪略 十一卷／（明）曾惟诚纂修·—明万历间刻本。——帝乡，此指泗州。 惟诚，明四川富顺人，举人，万历27年（1599）来任泗州知州。此志前文,high
person_60275494f8b578,叶兰,纂修,清,swhgz_4ce3b5c5c31c,182,衡，二是《历代职官》明代部分仅以有功民社学校者载之，以致丧失了不少珍贵的资料。 （张乃格） 泗州志 十一卷／（清）叶兰纂修·—抄稿本；抄本． 兰，清陕西榆林县人，乾隆25年（1760）举人，由内阁中书任安庆府同知，乾隆51年署理泗州,high
person_3cc1f28959e17f,汪应轸,纂修,明,swhgz_4ce3b5c5c31c,184,修。因系草创，故粗疏，失实之处间或有之。正德13年（1518）重修县志时，曾多所采摘． （张冠星） 泗州志 （明）汪应轸纂修． 应轸，字子宿，号青湖，明浙江山阴（今绍兴）人．正德12年（1517）进士，选庶吉士，正德12年以谏南巡被杖,high
person_9ed6fea1124d39,胡应麟,纂修,清,swhgz_4ce3b5c5c31c,184,目类乎万历《戴志》，所增为《万历志》以后之新事及其以前所缺之旧事，内容也较前志为简。 （张修银） 旰眙县志 （清）胡应麟纂修。 应麟，字漫园，清海宁人，监生，康熙18年（1679）来任盱眙知县。清勤有雅才，在任有善政。康熙24年，康熙,high
person_7516cf59365399,冯观民,纂修,清,swhgz_4ce3b5c5c31c,189,阜宁县志 八卷／（清）冯观民纂修·—抄本。 观民，生卒年不详，清山西代州（今山西省代县）人。由附生加捐县丞，历任福建建安县县丞，委署将乐县知县,high
person_bca175e72d61c4,雷应元,纂修,清,swhgz_4ce3b5c5c31c,191,苦的命运。又，此志既参稽嘉靖府志，可资弥补今本《嘉靖志》之残阙不足。 （许卫平） 扬州府志 二十七卷首一卷／（清）雷应元纂修·—清康熙3年（1664）刻本。 应元，清辽东（今辽宁省境内）人。顺治17年（1660）来任扬州知府。该志前有,high
person_dc7ebd30506138,金镇,纂修,清,swhgz_4ce3b5c5c31c,191,物年代乖舛蹐驳者十之三、四。”雍正府志凡例也说它“简略未详”，都有一定道理。 （许卫平） 扬州府志 四十卷／（清）金镇纂修·—清康熙14年（1675）刻本；油印本；抄本。一抄本藏扬州师院图书馆，《中国地方志联合目录》未著录。 镇，字,high
person_dea5f6208455c1,焦循,编,清,swhgz_4ce3b5c5c31c,194,利、田赋、学校、人物、灾祥、艺文等方面，为有关学科与历史人物的研究提供了宝贵的资料。 （许卫平） 邗记 六卷／（清）焦循编·—清光绪11年（1885）仪征吴丙湘校刻《传砚斋丛书》本；抄本。——邗系扬州之代称，因春秋时吴王曾在扬州筑邗,high
person_6c7143efdf7ecc,程梦星,编,清,swhgz_4ce3b5c5c31c,195,而《杂识》收录方言、诗话、轶事遗闻等方面的内容，也可以广耳目，长见识。 （许卫平） （清）平山堂小志 十二卷／（清）程梦星编纂，汪立德、汪秉德校·—清乾隆16年（1751）刊本。 梦星，字午桥，清江都人，康熙进士，选庶吉士，丁艰归，不,high
person_800c5c4e1f83e7,赵鹤,纂修,明,swhgz_4ce3b5c5c31c,197,《成化志》、《嘉靖志》、《万历志》计之，恰是“四经修葺”，与此相合． （谷 音） （明）惟扬郡乘正要 八十卷／（明）赵鹤纂修． 鹤，字叔鸣，明江都瓜洲（今属邗江县）人。弘治9年（1496）进士，授户部主事，正德初升建昌知府，擢山东提学,high
person_4657df61cda918,李苏,纂修,清,swhgz_4ce3b5c5c31c,198,隆庆）永州府志》）同。提封万井，周制也，以名疆域，不免阁虬户之讥。” （许卫平） （康熙）江都县志 十六卷／（清）李苏纂修·—清康熙56年（1717）刻本，抄本。 苏，字环溪，湖北荆门人。康熙42年进士，53年任江都知县。该志卷前有,high
person_74fac2672a329c,王开益,编,清,swhgz_4ce3b5c5c31c,200,广编有志稿。”知书成于康熙13年（1674）。阮元《淮海英灵集》亦记述叶弥广事迹． （谷 音） —甘棠小志 （清）王开益编·—清，光绪13年 1876）刻本。——藏扬州市图书馆。《中国地方志联合目录》未著录。 甘泉县志 二十卷首一,high
person_a6e7e42bec141a,刘万春,纂修,明,swhgz_4ce3b5c5c31c,203,为民赋的研究提供了较为翔实的文献资料。但后人亦有讥其“芜杂”，“简陋”者。 （许卫平） 泰州志 十卷图一卷／（明）刘万春纂修·—明祟祯6年（1633）～17年刻本；清康熙58年（1719）魏锡祚刻本；传抄康熙58年本；恨不读书堂抄本；,high
person_cd8e9c404ae60f,马锡纯,编,清,swhgz_4ce3b5c5c31c,206,然对泰县地区共产党领导的革命斗争，充斥诬蔑、歪曲之词，反映其阶级立场和局限性， （许卫平） 泰州乡土志 二卷／（清）马锡纯编·—清光绪34年（1908）锦章书局石印本。 锡纯，字东皋，泰州人。少负才名，曾任县立第一高等小学校长，省立第,high
person_c807066662bbd3,万钟,纂修,宋,swhgz_4ce3b5c5c31c,207,》2条。所引不曰“旧图经”，知与前图经有异，推测亦书成于宋代，且不晚于宝庆年间。 （谷 音） 吴陵志 十卷／（宋）万钟纂修。一泰州在唐为吴陵县。 钟，字元亨，宋钱塘人，淳熙10年（1183）知泰州。《直斋书录解题》卷8：“《吴陵志》,high
person_1fd507fc282064,马章玉,纂修,清,swhgz_4ce3b5c5c31c,208,记载。后任汪时泰在序中赞此志：“条分缕晰，纲举目张，庶几无愧一方志也。” （许卫平） 增修仪真县志 十二卷／（清）马章玉纂修一清康熙32年（1693）刻本；清康熙40年后补刻本。——《中国地方志联合目录》夺“增修”2字。 章玉，会稽（,high
person_14137387e5fe4f,陆师,纂修,清,swhgz_4ce3b5c5c31c,208,数、纂修者，由此可考镜源流，比较系统地了解历史上仪真县志的编纂与发展情况。 （许卫平） 仪真县志 二十二卷／（清）陆师纂修·—清康熙57年（1718）采碧山堂刻本；乾隆重印本；抄本。 师，字麟度，浙江归安（今浙江省吴兴县）人。康熙4,high
person_9436bea978857b,李昭治,纂修,清,swhgz_4ce3b5c5c31c,210,之增修，故自隆庆2年至崇祯12年皆本于《姜志》。”推测该志基本内容尚被保存。 （谷 音） 仪征县志 三十卷／（清）李昭治纂修． 昭治，西充人，康熙末年任仪真知县。《嘉庆县志·凡例》：“前知县李昭治《续志》三十卷，仅增辑数年之事。”《道,high
person_2a7bbe6607aced,胡顺华,纂修,明,swhgz_4ce3b5c5c31c,211,讨元基暨诸生陶鉴草志二十二卷，迄乾隆三十八年而止，考核亦未周详，今采择成书。” （谷 音） 兴化县志 四卷／（明）胡顺华纂修·—明嘉靖38年（1559）刻本。 顺华，字宾甫，明湖广武陵（今湖南省常德市）人，嘉靖35年举人，次年来任兴化,high
person_6df8fe96c30b70,张可立,纂修,清,swhgz_4ce3b5c5c31c,211,呼、寿诞、会诞、相见、分资、柬帖等，地方特色亦颇浓郁。然于门目分设殊有混淆。 （汤晓扬） 兴化县志 十四卷／（清）张可立纂修·—清康熙23年（1684）刻本；清康熙24年抄本；台北成文出版社《中国方志丛书》1983年据康熙抄本影抄本。,high
person_e34ce77f72c231,汤一贤,纂修,明,swhgz_4ce3b5c5c31c,217,往往病其过于简略。《隆庆县志·凡例》论曰：“宝应旧为志略，说者率病其挂一矣。” （汤晓扬） 宝应县志 十卷／（明）汤一贤纂修·—明隆庆3年（1569）刻本。——残，今存卷1—3。 一贤，明湖广蕲州（今湖北省蕲春县）人，举人，隆庆2年任,high
person_1f0a080c72f6f8,宋生,纂修,清,swhgz_4ce3b5c5c31c,224,之处，如既设《宅墓》，又设《义冢》；延令村为当时县治，却列入《古迹》门中等等。 （汤晓扬） 泰兴县志 四卷／（清）宋生纂修·—清康熙55年（1716）刻本；抄本。 生，字疆斋，河南固始人，举人，康熙50年任泰兴县令。宋氏于康熙55年,high
person_76e3c2d6f35857,朱霖等,纂修,清,swhgz_4ce3b5c5c31c,227,《镇江府驻扎御前诸军副都统厅壁记》等文，《艺文》也应收而未收，等等。 （吴宗海） 镇江府志 五十五卷首一卷／（清）朱霖等纂修·—清乾隆间刻本。 霖，清松山（在今辽宁省锦县西南）入，乾隆15牢（1750）来任镇江知府。早在雍正8年（17,high
person_d5479a5e8dafa8,史宗道,纂修,明,swhgz_4ce3b5c5c31c,234,元吉 又得名儒俞桂以为之助。”俞桂，字时芳，明丹徒人，亦精于易学。 （张乃格） 正正德）镇江府志 三十二卷／（明）史宗道纂修，林魁等增补刊刻。 宗道，名鲁，字宗道，明蒲州（今山西永济等地）人，正德3年（1508）进士，同年任镇江府推官,high
person_d8444045112cff,周伯义,编,清,swhgz_4ce3b5c5c31c,234,、朱彝尊《正德重修金山志跋》，今并存于《 乾隆）金山志》卷10《序跋》中。 （张乃格） 北固山志 十五卷／（清）周伯义编，陈任旸订·—清光绪30年（1904）刻本。——藏于台湾省。1981年台湾成文出版社有限公司曾据光绪刻本影印。,high
person_369c9fb745ef01,周伯义,编,清,swhgz_4ce3b5c5c31c,235,金山志 二十二卷／（清）周伯义编，陈任旸订·—清光绪三十年（1994）刻本。——藏于台湾省。1981年台湾成文出版社有限公司曾据光绪刻本影印。,high
person_0f9249d1e923e7,何世学,纂修,明,swhgz_4ce3b5c5c31c,235,保存了明代丹徒县及江南地区民间养马服役制度演变的珍贵史料，但记载内容失之过简。 （彭 快） 丹徒县志 四卷／（明）何世学纂修·—万历初刻本。 世学，字道甫，浙江萧山人。隆庆2年（1568）进士，次年来任丹徒知县。在任节用缓征，公私两裕,high
person_35835ec83f4b06,朱密,纂修,明,swhgz_4ce3b5c5c31c,240,彦《序》“无可稽考’等语，可知志书成稿后并未付刻，康熙22年（1683）前即已亡佚。 （王乃吉） 丹阳县志 （明）朱密纂修。 《（光绪）重修丹阳县志·旧序》所收清《（康熙）丹阳县志》吴之彦《序》：“取邑志考之， 。”朱密，生平未详,high
person_62df772d505719,吴之彦,纂修,清,swhgz_4ce3b5c5c31c,240,辑县志时此书尚存。佚于何时未详。书前有汤礼敬《序》，今存于乾隆、光绪等志中。 （王乃吉） 丹阳县志 二十卷／（清）吴之彦纂修。 此志修成于清康熙22年（1683）。此时距明隆庆《丹阳县志》的修成已115年。未能终篇，刊行亦少。据乾隆《,high
person_c68746bb7370ff,曹袭先,纂修,清,swhgz_4ce3b5c5c31c,241,句容小志 十卷首一卷末一卷／（清）曹袭先纂修·—清乾隆15年（1750）刻本；清光绪26年（1900）杨世沅重刻本；1974年台北成文出版社有限公司据光绪,high
person_54e1b0f3460d21,冯观民,纂修,清,swhgz_4ce3b5c5c31c,248,阜宁县志 八卷／（清）冯观民纂修·—抄本。 观民，生卒年不详，清山西代州（今山西省代县）人。由附生加捐县丞，历任福建建安县县丞，委署将乐县知县,high
person_1d4984272f7949,雷应元,纂修,清,swhgz_4ce3b5c5c31c,250,苦的命运。又，此志既参稽嘉靖府志，可资弥补今本《嘉靖志》之残阙不足。 （许卫平） 扬州府志 二十七卷首一卷／（清）雷应元纂修·—清康熙3年（1664）刻本。 应元，清辽东（今辽宁省境内）人。顺治17年（1660）来任扬州知府。该志前有,high
person_e9ae9a63077612,金镇,纂修,清,swhgz_4ce3b5c5c31c,250,物年代乖舛蹐驳者十之三、四。”雍正府志凡例也说它“简略未详”，都有一定道理。 （许卫平） 扬州府志 四十卷／（清）金镇纂修·—清康熙14年（1675）刻本；油印本；抄本。一抄本藏扬州师院图书馆，《中国地方志联合目录》未著录。 镇，字,high
person_948c458fa439be,焦循,编,清,swhgz_4ce3b5c5c31c,253,利、田赋、学校、人物、灾祥、艺文等方面，为有关学科与历史人物的研究提供了宝贵的资料。 （许卫平） 邗记 六卷／（清）焦循编·—清光绪11年（1885）仪征吴丙湘校刻《传砚斋丛书》本；抄本。——邗系扬州之代称，因春秋时吴王曾在扬州筑邗,high
person_6dd47b2902ec72,程梦星,编,清,swhgz_4ce3b5c5c31c,254,而《杂识》收录方言、诗话、轶事遗闻等方面的内容，也可以广耳目，长见识。 （许卫平） （清）平山堂小志 十二卷／（清）程梦星编纂，汪立德、汪秉德校·—清乾隆16年（1751）刊本。 梦星，字午桥，清江都人，康熙进士，选庶吉士，丁艰归，不,high
person_e1529b20c3d072,赵鹤,纂修,明,swhgz_4ce3b5c5c31c,256,《成化志》、《嘉靖志》、《万历志》计之，恰是“四经修葺”，与此相合． （谷 音） （明）惟扬郡乘正要 八十卷／（明）赵鹤纂修． 鹤，字叔鸣，明江都瓜洲（今属邗江县）人。弘治9年（1496）进士，授户部主事，正德初升建昌知府，擢山东提学,high
person_7d50201964502e,李苏,纂修,清,swhgz_4ce3b5c5c31c,257,隆庆）永州府志》）同。提封万井，周制也，以名疆域，不免阁虬户之讥。” （许卫平） （康熙）江都县志 十六卷／（清）李苏纂修·—清康熙56年（1717）刻本，抄本。 苏，字环溪，湖北荆门人。康熙42年进士，53年任江都知县。该志卷前有,high
person_46e77975881d78,王开益,编,清,swhgz_4ce3b5c5c31c,259,广编有志稿。”知书成于康熙13年（1674）。阮元《淮海英灵集》亦记述叶弥广事迹． （谷 音） —甘棠小志 （清）王开益编·—清，光绪13年 1876）刻本。——藏扬州市图书馆。《中国地方志联合目录》未著录。 甘泉县志 二十卷首一,high
person_c99af19ffb21c4,刘万春,纂修,明,swhgz_4ce3b5c5c31c,262,为民赋的研究提供了较为翔实的文献资料。但后人亦有讥其“芜杂”，“简陋”者。 （许卫平） 泰州志 十卷图一卷／（明）刘万春纂修·—明祟祯6年（1633）～17年刻本；清康熙58年（1719）魏锡祚刻本；传抄康熙58年本；恨不读书堂抄本；,high
person_4b4aceca8e12ea,马锡纯,编,清,swhgz_4ce3b5c5c31c,265,然对泰县地区共产党领导的革命斗争，充斥诬蔑、歪曲之词，反映其阶级立场和局限性， （许卫平） 泰州乡土志 二卷／（清）马锡纯编·—清光绪34年（1908）锦章书局石印本。 锡纯，字东皋，泰州人。少负才名，曾任县立第一高等小学校长，省立第,high
person_b51e4ad5ce3727,万钟,纂修,宋,swhgz_4ce3b5c5c31c,266,》2条。所引不曰“旧图经”，知与前图经有异，推测亦书成于宋代，且不晚于宝庆年间。 （谷 音） 吴陵志 十卷／（宋）万钟纂修。一泰州在唐为吴陵县。 钟，字元亨，宋钱塘人，淳熙10年（1183）知泰州。《直斋书录解题》卷8：“《吴陵志》,high
person_48b1bcb326ab4e,马章玉,纂修,清,swhgz_4ce3b5c5c31c,267,记载。后任汪时泰在序中赞此志：“条分缕晰，纲举目张，庶几无愧一方志也。” （许卫平） 增修仪真县志 十二卷／（清）马章玉纂修一清康熙32年（1693）刻本；清康熙40年后补刻本。——《中国地方志联合目录》夺“增修”2字。 章玉，会稽（,high
person_669bcebd2eb34c,陆师,纂修,清,swhgz_4ce3b5c5c31c,267,数、纂修者，由此可考镜源流，比较系统地了解历史上仪真县志的编纂与发展情况。 （许卫平） 仪真县志 二十二卷／（清）陆师纂修·—清康熙57年（1718）采碧山堂刻本；乾隆重印本；抄本。 师，字麟度，浙江归安（今浙江省吴兴县）人。康熙4,high
person_eaba42c3e74617,李昭治,纂修,清,swhgz_4ce3b5c5c31c,269,之增修，故自隆庆2年至崇祯12年皆本于《姜志》。”推测该志基本内容尚被保存。 （谷 音） 仪征县志 三十卷／（清）李昭治纂修． 昭治，西充人，康熙末年任仪真知县。《嘉庆县志·凡例》：“前知县李昭治《续志》三十卷，仅增辑数年之事。”《道,high
person_555c3569a15101,胡顺华,纂修,明,swhgz_4ce3b5c5c31c,270,讨元基暨诸生陶鉴草志二十二卷，迄乾隆三十八年而止，考核亦未周详，今采择成书。” （谷 音） 兴化县志 四卷／（明）胡顺华纂修·—明嘉靖38年（1559）刻本。 顺华，字宾甫，明湖广武陵（今湖南省常德市）人，嘉靖35年举人，次年来任兴化,high
person_af3277ff34e225,张可立,纂修,清,swhgz_4ce3b5c5c31c,270,呼、寿诞、会诞、相见、分资、柬帖等，地方特色亦颇浓郁。然于门目分设殊有混淆。 （汤晓扬） 兴化县志 十四卷／（清）张可立纂修·—清康熙23年（1684）刻本；清康熙24年抄本；台北成文出版社《中国方志丛书》1983年据康熙抄本影抄本。,high
person_f1e08afc685883,汤一贤,纂修,明,swhgz_4ce3b5c5c31c,276,往往病其过于简略。《隆庆县志·凡例》论曰：“宝应旧为志略，说者率病其挂一矣。” （汤晓扬） 宝应县志 十卷／（明）汤一贤纂修·—明隆庆3年（1569）刻本。——残，今存卷1—3。 一贤，明湖广蕲州（今湖北省蕲春县）人，举人，隆庆2年任,high
person_26e406ee1364a8,宋生,纂修,清,swhgz_4ce3b5c5c31c,283,之处，如既设《宅墓》，又设《义冢》；延令村为当时县治，却列入《古迹》门中等等。 （汤晓扬） 泰兴县志 四卷／（清）宋生纂修·—清康熙55年（1716）刻本；抄本。 生，字疆斋，河南固始人，举人，康熙50年任泰兴县令。宋氏于康熙55年,high
person_6c18192be82412,朱霖等,纂修,清,swhgz_4ce3b5c5c31c,286,《镇江府驻扎御前诸军副都统厅壁记》等文，《艺文》也应收而未收，等等。 （吴宗海） 镇江府志 五十五卷首一卷／（清）朱霖等纂修·—清乾隆间刻本。 霖，清松山（在今辽宁省锦县西南）入，乾隆15牢（1750）来任镇江知府。早在雍正8年（17,high
person_d9da81e049dd71,史宗道,纂修,明,swhgz_4ce3b5c5c31c,293,元吉 又得名儒俞桂以为之助。”俞桂，字时芳，明丹徒人，亦精于易学。 （张乃格） 正正德）镇江府志 三十二卷／（明）史宗道纂修，林魁等增补刊刻。 宗道，名鲁，字宗道，明蒲州（今山西永济等地）人，正德3年（1508）进士，同年任镇江府推官,high
person_9aa4220255285c,周伯义,编,清,swhgz_4ce3b5c5c31c,293,、朱彝尊《正德重修金山志跋》，今并存于《 乾隆）金山志》卷10《序跋》中。 （张乃格） 北固山志 十五卷／（清）周伯义编，陈任旸订·—清光绪30年（1904）刻本。——藏于台湾省。1981年台湾成文出版社有限公司曾据光绪刻本影印。,high
person_d04729096d7f1f,周伯义,编,清,swhgz_4ce3b5c5c31c,294,金山志 二十二卷／（清）周伯义编，陈任旸订·—清光绪三十年（1994）刻本。——藏于台湾省。1981年台湾成文出版社有限公司曾据光绪刻本影印。,high
person_c519706d6737f5,何世学,纂修,明,swhgz_4ce3b5c5c31c,294,保存了明代丹徒县及江南地区民间养马服役制度演变的珍贵史料，但记载内容失之过简。 （彭 快） 丹徒县志 四卷／（明）何世学纂修·—万历初刻本。 世学，字道甫，浙江萧山人。隆庆2年（1568）进士，次年来任丹徒知县。在任节用缓征，公私两裕,high
person_b86ec5913708fa,朱密,纂修,明,swhgz_4ce3b5c5c31c,299,彦《序》“无可稽考’等语，可知志书成稿后并未付刻，康熙22年（1683）前即已亡佚。 （王乃吉） 丹阳县志 （明）朱密纂修。 《（光绪）重修丹阳县志·旧序》所收清《（康熙）丹阳县志》吴之彦《序》：“取邑志考之， 。”朱密，生平未详,high
person_7125894f7ed032,吴之彦,纂修,清,swhgz_4ce3b5c5c31c,299,辑县志时此书尚存。佚于何时未详。书前有汤礼敬《序》，今存于乾隆、光绪等志中。 （王乃吉） 丹阳县志 二十卷／（清）吴之彦纂修。 此志修成于清康熙22年（1683）。此时距明隆庆《丹阳县志》的修成已115年。未能终篇，刊行亦少。据乾隆《,high
person_c9f1b5423ef89a,曹袭先,纂修,清,swhgz_4ce3b5c5c31c,300,句容小志 十卷首一卷末一卷／（清）曹袭先纂修·—清乾隆15年（1750）刻本；清光绪26年（1900）杨世沅重刻本；1974年台北成文出版社有限公司据光绪,high
person_fab9c16e2078b3,徐复,主编,,swhgz_4ce3b5c5c31c,302,德基所撰“庆祝之篇，酧赠之什，绮语谀词”颇多，资料谬误也间或有之。 （张晓贤） 版权 书名：江苏旧方志提要 主 编：徐 复 季文通 地址：电话：邮编： 责任编辑： 地址：电话：邮编： 主办单位： 地址：电话：邮编： 出 版 社：江苏古籍出版社 地,high
person_baedba9a844d3a,季文通,主编,,swhgz_4ce3b5c5c31c,302,德基所撰“庆祝之篇，酧赠之什，绮语谀词”颇多，资料谬误也间或有之。 （张晓贤） 版权 书名：江苏旧方志提要 主 编：徐 复 季文通 地址：电话：邮编： 责任编辑： 地址：电话：邮编： 主办单位： 地址：电话：邮编： 出 版 社：江苏古籍出版社 地,high
person_c0a8f438a68822,地址,主编,,swhgz_4ce3b5c5c31c,302,德基所撰“庆祝之篇，酧赠之什，绮语谀词”颇多，资料谬误也间或有之。 （张晓贤） 版权 书名：江苏旧方志提要 主 编：徐 复 季文通 地址：电话：邮编： 责任编辑： 地址：电话：邮编： 主办单位： 地址：电话：邮编： 出 版 社：江苏古籍出版社 地,high
person_9edb433d695e59,地址,责任编辑,,swhgz_4ce3b5c5c31c,302,，资料谬误也间或有之。 （张晓贤） 版权 书名：江苏旧方志提要 主 编：徐 复 季文通 地址：电话：邮编： 责任编辑： 地址：电话：邮编： 主办单位： 地址：电话：邮编： 出 版 社：江苏古籍出版社 地址：电话：邮编： 照 排： 地址,high
