file_name,size_mb,extension,reader,read_status,page_count,pdf_kind,text_chars,text_pages,image_pages,region_guess,period_terms,genre_tags,outline_count
上海通志馆期刊 第二卷（1-4期）.pdf,39.57,.pdf,PyMuPDF,ok,1514,scanned_image_pdf_no_text_layer,0,0,1514,跨省/综合,,省志/通志,4
上海风土杂记.pdf,13.32,.pdf,PyMuPDF,ok,104,scanned_image_pdf_no_text_layer,0,0,104,上海,,方言民俗风土,0
东台县志（一、二、三、四册）.pdf,30.26,.pdf,PyMuPDF,ok,1638,scanned_image_pdf_no_text_layer,0,0,1638,江苏,,府州县区市志,4
丰南志.pdf,7.7,.pdf,PyMuPDF,ok,352,scanned_image_pdf_no_text_layer,0,0,352,未判定/综合,,地方文献/杂志类,352
丰县志（二、三册）.pdf,8.76,.pdf,PyMuPDF,ok,365,scanned_image_pdf_no_text_layer,0,0,365,江苏,,府州县区市志,3
乾隆元和县志.pdf,18.74,.pdf,PyMuPDF,ok,519,mostly_scanned_with_some_text,73,1,518,江苏,乾隆|元,府州县区市志,517
乾隆太平府志.pdf,33.57,.pdf,PyMuPDF,ok,798,scanned_image_pdf_no_text_layer,0,0,797,未判定/综合,乾隆,府州县区市志,0
乾隆歙县志（1-5册）.pdf,48.34,.pdf,PyMuPDF,ok,1841,scanned_image_pdf_no_text_layer,0,0,1841,安徽,乾隆,府州县区市志,2
乾隆江都县志 嘉庆江都县续志.pdf,27.54,.pdf,PyMuPDF,ok,642,mostly_scanned_with_some_text,82,1,641,江苏,乾隆|嘉庆,府州县区市志,641
乾隆池州府志.pdf,29.88,.pdf,PyMuPDF,ok,760,scanned_image_pdf_no_text_layer,0,0,760,安徽,乾隆,府州县区市志,0
乾隆灵璧县志略 乾隆泗州志 光绪泗虹合志.pdf,21.54,.pdf,PyMuPDF,ok,655,scanned_image_pdf_no_text_layer,0,0,655,安徽,乾隆|光绪,府州县区市志,0
乾隆砀山县志 嘉庆萧县志 同治续萧县志.pdf,28.17,.pdf,PyMuPDF,ok,763,scanned_image_pdf_no_text_layer,0,0,762,安徽,乾隆|嘉庆|同治,府州县区市志,0
乾隆镇江府志（一）.pdf,19.1,.pdf,PyMuPDF,ok,672,mostly_scanned_with_some_text,91,1,671,江苏,乾隆,府州县区市志,670
乾隆镇江府志（二）.pdf,22.94,.pdf,PyMuPDF,ok,680,mostly_scanned_with_some_text,91,1,679,江苏,乾隆,府州县区市志,679
乾隆长洲县志.pdf,18.7,.pdf,PyMuPDF,ok,484,mostly_scanned_with_some_text,73,1,483,江苏,乾隆,府州县区市志,483
乾隆震泽县志 震泽县志续 垂虹识小录.pdf,19.16,.pdf,PyMuPDF,ok,522,mostly_scanned_with_some_text,87,1,521,江苏,乾隆,府州县区市志,521
乾隆颍州府志.pdf,19.76,.pdf,PyMuPDF,ok,638,scanned_image_pdf_no_text_layer,0,0,638,安徽,乾隆,府州县区市志,0
京杭运河志（苏北段）.pdf,12.7,.pdf,PyMuPDF,ok,836,scanned_image_pdf_no_text_layer,0,0,836,江苏,,交通运输,0
仰山乘.pdf,6.92,.pdf,PyMuPDF,ok,420,scanned_image_pdf_no_text_layer,0,0,420,未判定/综合,,地方文献/杂志类,5
光绪丰县志 光绪睢宁县志稿 光绪赣榆县志 民国赣.pdf,31.66,.pdf,PyMuPDF,ok,768,mostly_scanned_with_some_text,99,1,767,江苏,光绪|民国,府州县区市志,767
光绪丹徒县志(一).pdf,34.09,.pdf,PyMuPDF,ok,832,mostly_scanned_with_some_text,76,1,831,江苏,光绪,府州县区市志,831
光绪丹徒县志(二) 民国续丹徒县志.pdf,35.59,.pdf,PyMuPDF,ok,842,mostly_scanned_with_some_text,87,1,841,江苏,光绪|民国,府州县区市志,841
光绪丹阳县志 民国丹阳县志补遗 民国丹阳县续志.pdf,28.8,.pdf,PyMuPDF,ok,707,mostly_scanned_with_some_text,92,1,706,江苏,光绪|民国,府州县区市志,706
光绪亳州志 民国毫县志略.pdf,21.51,.pdf,PyMuPDF,ok,572,scanned_image_pdf_no_text_layer,0,0,572,安徽,光绪|民国,府州县区市志,0
光绪六合县志 民国六合县续志稿 民国棠志拾遗.pdf,40.63,.pdf,PyMuPDF,ok,554,scanned_image_pdf_no_text_layer,0,0,554,江苏,光绪|民国,府州县区市志,3
光绪再续高邮州志 民国三续高邮州志 高邮志馀 高.pdf,30.32,.pdf,PyMuPDF,ok,889,mostly_scanned_with_some_text,98,1,888,江苏,光绪|民国,府州县区市志,887
光绪凤台县志 涡阳风土记 民国重修蒙城县志.pdf,34.9,.pdf,PyMuPDF,ok,905,scanned_image_pdf_no_text_layer,0,0,904,安徽,光绪|民国,府州县区市志|方言民俗风土,0
光绪凤阳府志（一）.pdf,14.63,.pdf,PyMuPDF,ok,534,scanned_image_pdf_no_text_layer,0,0,534,安徽,光绪,府州县区市志,0
光绪凤阳府志（二）.pdf,19.53,.pdf,PyMuPDF,ok,495,scanned_image_pdf_no_text_layer,0,0,494,安徽,光绪,府州县区市志,0
光绪吴江县续志 乾隆吴江县志(二).pdf,25.16,.pdf,PyMuPDF,ok,576,mostly_scanned_with_some_text,85,1,575,江苏,乾隆|光绪,府州县区市志,575
光绪增修甘泉县志(一).pdf,31.47,.pdf,PyMuPDF,ok,766,mostly_scanned_with_some_text,78,1,765,江苏,光绪,府州县区市志,764
光绪增修甘泉县志(二) 民国甘泉县续志.pdf,25.7,.pdf,PyMuPDF,ok,584,mostly_scanned_with_some_text,87,1,583,江苏,光绪|民国,府州县区市志,583
光绪宜兴荆溪县新志 光宣宜荆续志.pdf,28.45,.pdf,PyMuPDF,ok,606,mostly_scanned_with_some_text,84,1,605,江苏,光绪,地方文献/杂志类,604
光绪宿州志.pdf,19.62,.pdf,PyMuPDF,ok,668,scanned_image_pdf_no_text_layer,0,0,668,安徽,光绪,府州县区市志,0
光绪寿州志.pdf,25.97,.pdf,PyMuPDF,ok,590,scanned_image_pdf_no_text_layer,0,0,590,安徽,光绪,府州县区市志,0
光绪常昭合志稿.pdf,34.96,.pdf,PyMuPDF,ok,854,mostly_scanned_with_some_text,74,1,853,未判定/综合,光绪,地方文献/杂志类,852
光绪广德州志 民国广德县志稿.pdf,37.49,.pdf,PyMuPDF,ok,924,scanned_image_pdf_no_text_layer,0,0,924,安徽,光绪|民国,府州县区市志,0
光绪庐江县志.pdf,21.05,.pdf,PyMuPDF,ok,622,scanned_image_pdf_no_text_layer,0,0,622,安徽,光绪,府州县区市志,0
光绪无锡金匮县志.pdf,31.76,.pdf,PyMuPDF,ok,805,scanned_image_pdf_no_text_layer,0,0,805,江苏,光绪,府州县区市志,0
光绪昆新两县续修合志(一).pdf,28.38,.pdf,PyMuPDF,ok,633,mostly_scanned_with_some_text,80,1,632,未判定/综合,光绪,地方文献/杂志类,632
光绪昆新两县续修合志（二） 民国昆新两县续补合.pdf,27.09,.pdf,PyMuPDF,ok,635,scanned_image_pdf_no_text_layer,0,0,634,未判定/综合,光绪|民国,地方文献/杂志类,0
光绪武进阳湖县志.pdf,32.36,.pdf,PyMuPDF,ok,780,mostly_scanned_with_some_text,75,1,779,江苏,光绪,府州县区市志,779
光绪武阳志馀.pdf,30.45,.pdf,PyMuPDF,ok,742,mostly_scanned_with_some_text,73,1,741,未判定/综合,光绪,地方文献/杂志类,740
光绪江浦埤乘 光绪靖江县志（一）.pdf,30.36,.pdf,PyMuPDF,ok,415,scanned_image_pdf_no_text_layer,0,0,415,未判定/综合,光绪,府州县区市志,0
光绪江浦埤乘 光绪靖江县志（二）.pdf,25.45,.pdf,PyMuPDF,ok,380,scanned_image_pdf_no_text_layer,0,0,380,未判定/综合,光绪,府州县区市志,0
光绪江都县志 民国江都县续志 民国江都县新志.pdf,36.35,.pdf,PyMuPDF,ok,908,mostly_scanned_with_some_text,91,1,907,江苏,光绪|民国,府州县区市志,907
光绪江阴县志.pdf,32.3,.pdf,PyMuPDF,ok,834,mostly_scanned_with_some_text,73,1,833,江苏,光绪,府州县区市志,832
光绪盐城县志 民国续修盐城县志稿 民国盐城续志.pdf,19.16,.pdf,PyMuPDF,ok,487,scanned_image_pdf_no_text_layer,0,0,487,江苏,光绪|民国,府州县区市志,3
光绪直隶和州志.pdf,21.69,.pdf,PyMuPDF,ok,618,scanned_image_pdf_no_text_layer,0,0,618,安徽,光绪,府州县区市志,0
光绪续修庐州府志（一）.pdf,29.49,.pdf,PyMuPDF,ok,695,scanned_image_pdf_no_text_layer,0,0,695,安徽,光绪,府州县区市志,0
光绪续修庐州府志（三）.pdf,25.16,.pdf,PyMuPDF,ok,660,scanned_image_pdf_no_text_layer,0,0,660,安徽,光绪,府州县区市志,0
光绪续修庐州府志（二）.pdf,25.57,.pdf,PyMuPDF,ok,630,scanned_image_pdf_no_text_layer,0,0,630,安徽,光绪,府州县区市志,0
光绪续纂句容县志.pdf,30.64,.pdf,PyMuPDF,ok,614,mostly_scanned_with_some_text,75,1,613,江苏,光绪,府州县区市志,612
光绪贵池县志.pdf,23.93,.pdf,PyMuPDF,ok,616,scanned_image_pdf_no_text_layer,0,0,615,安徽,光绪,府州县区市志,0
光绪霍山县志 乾隆望江县志.pdf,26.46,.pdf,PyMuPDF,ok,702,scanned_image_pdf_no_text_layer,0,0,702,安徽,乾隆|光绪,府州县区市志,0
光绪青阳县志 青阳县志刊误补遗.pdf,22.86,.pdf,PyMuPDF,ok,622,scanned_image_pdf_no_text_layer,0,0,622,安徽,光绪,府州县区市志,0
兴化方言志.pdf,1.49,.pdf,PyMuPDF,ok,27,scanned_image_pdf_no_text_layer,0,0,27,江苏,,方言民俗风土,0
凤阳县志略（全）.pdf,1.02,.pdf,PyMuPDF,ok,52,scanned_image_pdf_no_text_layer,0,0,52,安徽,,府州县区市志,0
华亭县乡土志.doc,11.54,.doc,binary_decode_heuristic+file_metadata,ok,,,4030,,,上海,,地方文献/杂志类,
南京二轻工业志（一）.pdf,26.99,.pdf,PyMuPDF,ok,146,scanned_image_pdf_no_text_layer,0,0,146,江苏,,产业行业志,0
南京二轻工业志（二）.pdf,22.5,.pdf,PyMuPDF,ok,123,scanned_image_pdf_no_text_layer,0,0,123,江苏,,产业行业志,0
南京交通志（一）.pdf,42.69,.pdf,PyMuPDF,ok,199,scanned_image_pdf_no_text_layer,0,0,199,江苏,,省志/通志|交通运输,0
南京交通志（二）.pdf,36.82,.pdf,PyMuPDF,ok,204,scanned_image_pdf_no_text_layer,0,0,204,江苏,,省志/通志|交通运输,0
南京人物志（一）.pdf,45.67,.pdf,PyMuPDF,ok,165,scanned_image_pdf_no_text_layer,0,0,165,江苏,,人物传记,0
南京人物志（三）.pdf,46.6,.pdf,PyMuPDF,ok,150,scanned_image_pdf_no_text_layer,0,0,150,江苏,,人物传记,0
南京人物志（二）.pdf,46.22,.pdf,PyMuPDF,ok,144,scanned_image_pdf_no_text_layer,0,0,144,江苏,,人物传记,0
南京人物志（五）.pdf,37.06,.pdf,PyMuPDF,ok,186,scanned_image_pdf_no_text_layer,0,0,186,江苏,,人物传记,0
南京人物志（四）.pdf,42.39,.pdf,PyMuPDF,ok,180,scanned_image_pdf_no_text_layer,0,0,180,江苏,,人物传记,0
南京公安志（一）.pdf,41.11,.pdf,PyMuPDF,ok,172,scanned_image_pdf_no_text_layer,0,0,172,江苏,,军事公安审判,0
南京公安志（二）.pdf,30.01,.pdf,PyMuPDF,ok,109,scanned_image_pdf_no_text_layer,0,0,109,江苏,,军事公安审判,0
南京公用事业志.pdf,41.62,.pdf,PyMuPDF,ok,215,scanned_image_pdf_no_text_layer,0,0,215,江苏,,地方文献/杂志类,220
南京工会志.pdf,12.22,.pdf,PyMuPDF,ok,500,scanned_image_pdf_no_text_layer,0,0,500,江苏,,军事公安审判,151
南京建筑志.pdf,38.26,.pdf,PyMuPDF,ok,313,scanned_image_pdf_no_text_layer,0,0,313,江苏,,文化教育文物,350
南京建置志（一）.pdf,42.73,.pdf,PyMuPDF,ok,198,mostly_scanned_with_some_text,137,1,198,江苏,,地方文献/杂志类,0
南京建置志（二）.pdf,40.04,.pdf,PyMuPDF,ok,189,scanned_image_pdf_no_text_layer,0,0,189,江苏,,地方文献/杂志类,0
南京方言志.pdf,4.72,.pdf,PyMuPDF,ok,322,mostly_scanned_with_some_text,77,2,320,江苏,,方言民俗风土,6
南京日用工业品商业志.pdf,42.29,.pdf,PyMuPDF,ok,222,scanned_image_pdf_no_text_layer,0,0,222,江苏,,产业行业志,261
南京民俗志.pdf,41.79,.pdf,PyMuPDF,ok,173,scanned_image_pdf_no_text_layer,0,0,173,江苏,,方言民俗风土,166
南京海关志.pdf,4.98,.pdf,PyMuPDF,ok,261,scanned_image_pdf_no_text_layer,0,0,260,江苏,,经济财政工商,0
南京蔬菜志.pdf,39.0,.pdf,PyMuPDF,ok,197,scanned_image_pdf_no_text_layer,0,0,197,江苏,,产业行业志,198
南汇县志.pdf,31.64,.pdf,PyMuPDF,ok,909,mostly_scanned_with_some_text,20042,25,884,上海,,府州县区市志,1464
南翔镇志.pdf,4.63,.pdf,PyMuPDF,ok,235,scanned_image_pdf_no_text_layer,0,0,234,上海,,乡镇村里志,0
同治上江两县志（一）.pdf,37.3,.pdf,PyMuPDF,ok,411,scanned_image_pdf_no_text_layer,0,0,411,未判定/综合,同治,府州县区市志,0
同治上江两县志（二）.pdf,23.46,.pdf,PyMuPDF,ok,268,scanned_image_pdf_no_text_layer,0,0,267,未判定/综合,同治,府州县区市志,0
同治六安州志（一）.pdf,21.64,.pdf,PyMuPDF,ok,645,scanned_image_pdf_no_text_layer,0,0,644,安徽,同治,府州县区市志,0
同治六安州志（二）.pdf,20.78,.pdf,PyMuPDF,ok,598,scanned_image_pdf_no_text_layer,0,0,598,安徽,同治,府州县区市志,0
同治徐州府志.pdf,39.92,.pdf,PyMuPDF,ok,875,mostly_scanned_with_some_text,73,1,874,江苏,同治,府州县区市志,874
同治祁门县志 光绪祁门县志补.pdf,19.43,.pdf,PyMuPDF,ok,579,scanned_image_pdf_no_text_layer,0,0,579,安徽,同治|光绪,府州县区市志,0
同治祁门县志（1-4册）.pdf,28.88,.pdf,PyMuPDF,ok,1411,scanned_image_pdf_no_text_layer,0,0,1411,安徽,同治,府州县区市志,3
同治续纂江宁府志（一）.pdf,33.03,.pdf,PyMuPDF,ok,341,scanned_image_pdf_no_text_layer,0,0,340,江苏,同治,府州县区市志,0
同治续纂江宁府志（二）.pdf,26.79,.pdf,PyMuPDF,ok,259,scanned_image_pdf_no_text_layer,0,0,258,江苏,同治,府州县区市志,0
同治苏州府志（一）-1.pdf,36.27,.pdf,PyMuPDF,ok,453,scanned_image_pdf_no_text_layer,0,0,452,江苏,同治,府州县区市志,0
同治苏州府志（一）-2.pdf,29.78,.pdf,PyMuPDF,ok,455,scanned_image_pdf_no_text_layer,0,0,455,江苏,同治,府州县区市志,0
同治苏州府志（三）.pdf,33.91,.pdf,PyMuPDF,ok,920,scanned_image_pdf_no_text_layer,0,0,919,江苏,同治,府州县区市志,5
同治苏州府志（二）.pdf,31.36,.pdf,PyMuPDF,ok,859,scanned_image_pdf_no_text_layer,0,0,859,江苏,同治,府州县区市志,4
同治苏州府志（四）.pdf,30.02,.pdf,PyMuPDF,ok,802,scanned_image_pdf_no_text_layer,0,0,799,江苏,同治,府州县区市志,4
同治霍邱县志.pdf,17.65,.pdf,PyMuPDF,ok,569,scanned_image_pdf_no_text_layer,0,0,569,安徽,同治,府州县区市志,0
同治颍上县志 颍上县志校补 民国临泉县志略 民国.pdf,19.57,.pdf,PyMuPDF,ok,590,scanned_image_pdf_no_text_layer,0,0,589,安徽,同治|民国,府州县区市志,0
同治黟县三志（一、二册）.pdf,26.21,.pdf,PyMuPDF,ok,704,scanned_image_pdf_no_text_layer,0,0,704,安徽,同治,地方文献/杂志类,0
吴中人物志.pdf,11.68,.pdf,PyMuPDF,ok,144,scanned_image_pdf_no_text_layer,0,0,144,江苏,,人物传记,0
吴地记.pdf,5.56,.pdf,PyMuPDF,ok,204,mostly_scanned_with_some_text,20,1,203,未判定/综合,,地方文献/杂志类,6
吴趋访古录.pdf,5.43,.pdf,PyMuPDF,ok,253,mostly_scanned_with_some_text,20,1,252,未判定/综合,,地方文献/杂志类,6
吴郡人物志.pdf,9.64,.pdf,PyMuPDF,ok,755,mostly_scanned_with_some_text,72,1,754,江苏,,人物传记,0
吴郡图经续记.pdf,9.43,.pdf,PyMuPDF,ok,130,scanned_image_pdf_no_text_layer,0,0,130,江苏,,地方文献/杂志类,53
吴郡岁华纪丽.pdf,12.92,.pdf,PyMuPDF,ok,438,mostly_scanned_with_some_text,20,1,437,江苏,,方言民俗风土,6
吴郡志.pdf,22.58,.pdf,PyMuPDF,ok,699,scanned_image_pdf_no_text_layer,0,0,699,江苏,,地方文献/杂志类,117
吴门表隐.pdf,15.23,.pdf,PyMuPDF,ok,500,mostly_scanned_with_some_text,20,1,499,未判定/综合,,地方文献/杂志类,6
咸丰重修兴化县志 民国续修兴化县志.pdf,28.67,.pdf,PyMuPDF,ok,727,mostly_scanned_with_some_text,85,1,726,江苏,咸丰|民国,府州县区市志,725
善和乡志.pdf,4.14,.pdf,PyMuPDF,ok,147,scanned_image_pdf_no_text_layer,0,0,147,未判定/综合,,乡镇村里志,0
嘉定县志·方言.pdf,2.05,.pdf,PyMuPDF,ok,40,scanned_image_pdf_no_text_layer,0,0,40,上海,,府州县区市志|方言民俗风土,0
嘉庆增修宜兴县旧志.pdf,23.63,.pdf,PyMuPDF,ok,542,mostly_scanned_with_some_text,76,1,541,江苏,嘉庆,地方文献/杂志类,540
嘉庆备修天长县志稿 光绪滁州志.pdf,18.62,.pdf,PyMuPDF,ok,516,scanned_image_pdf_no_text_layer,0,0,516,安徽,嘉庆|光绪,府州县区市志,0
嘉庆宁国府志（一）.pdf,19.62,.pdf,PyMuPDF,ok,585,scanned_image_pdf_no_text_layer,0,0,585,安徽,嘉庆,府州县区市志,0
嘉庆宁国府志（二）.pdf,23.21,.pdf,PyMuPDF,ok,505,scanned_image_pdf_no_text_layer,0,0,505,安徽,嘉庆,府州县区市志,0
嘉庆庐州府志.pdf,29.66,.pdf,PyMuPDF,ok,731,scanned_image_pdf_no_text_layer,0,0,730,安徽,嘉庆,府州县区市志,0
嘉庆怀远县志 光绪重修五河县志.pdf,26.23,.pdf,PyMuPDF,ok,671,scanned_image_pdf_no_text_layer,0,0,671,安徽,嘉庆|光绪,府州县区市志,0
嘉庆旌德县志 道光旌德县续志.pdf,20.73,.pdf,PyMuPDF,ok,508,scanned_image_pdf_no_text_layer,0,0,508,安徽,嘉庆|道光,府州县区市志,0
嘉庆无为州志 民国无为县小志.pdf,16.99,.pdf,PyMuPDF,ok,454,scanned_image_pdf_no_text_layer,0,0,454,安徽,嘉庆|民国,府州县区市志|乡镇村里志,0
嘉庆海州直隶州志 道光云台新志.pdf,30.71,.pdf,PyMuPDF,ok,758,mostly_scanned_with_some_text,83,1,757,江苏,嘉庆|道光,府州县区市志,757
嘉庆溧阳县志 光绪溧阳县续志.pdf,28.23,.pdf,PyMuPDF,ok,638,mostly_scanned_with_some_text,82,1,637,未判定/综合,嘉庆|光绪,府州县区市志,637
嘉庆舒城县志 光绪续修舒城县志.pdf,30.74,.pdf,PyMuPDF,ok,930,scanned_image_pdf_no_text_layer,0,0,930,安徽,嘉庆|光绪,府州县区市志,0
嘉庆重修扬州府志(一).pdf,41.13,.pdf,PyMuPDF,ok,807,mostly_scanned_with_some_text,80,1,806,江苏,嘉庆,府州县区市志,806
嘉庆重修扬州府志(二) 同治续纂扬州府志.pdf,48.5,.pdf,PyMuPDF,ok,995,mostly_scanned_with_some_text,88,1,994,江苏,嘉庆|同治,府州县区市志,995
嘉庆高邮州志 道光续增高邮州志.pdf,31.8,.pdf,PyMuPDF,ok,795,mostly_scanned_with_some_text,83,1,794,江苏,嘉庆|道光,府州县区市志,793
嘉庆黟县志 道光黟县续志.pdf,23.89,.pdf,PyMuPDF,ok,601,scanned_image_pdf_no_text_layer,0,0,601,安徽,嘉庆|道光,府州县区市志,0
嘉靖吴江县志.pdf,18.89,.pdf,PyMuPDF,ok,1423,scanned_image_pdf_no_text_layer,0,0,1422,江苏,嘉靖,府州县区市志,3
嘉靖天长县志.pdf,6.83,.pdf,PyMuPDF,ok,510,scanned_image_pdf_no_text_layer,0,0,510,安徽,嘉靖,府州县区市志,0
嘉靖宿州志.pdf,4.94,.pdf,PyMuPDF,ok,300,scanned_image_pdf_no_text_layer,0,0,300,安徽,嘉靖,府州县区市志,0
嘉靖寿州志.pdf,8.08,.pdf,PyMuPDF,ok,600,scanned_image_pdf_no_text_layer,0,0,600,安徽,嘉靖,府州县区市志,0
嘉靖建平县志.pdf,5.27,.pdf,PyMuPDF,ok,350,scanned_image_pdf_no_text_layer,0,0,350,安徽,嘉靖,府州县区市志,0
嘉靖徽州府志.pdf,15.01,.pdf,PyMuPDF,ok,371,scanned_image_pdf_no_text_layer,0,0,371,安徽,嘉靖,府州县区市志,8
嘉靖江阴县志.pdf,32.67,.pdf,PyMuPDF,ok,1000,scanned_image_pdf_no_text_layer,0,0,1000,江苏,嘉靖,府州县区市志,0
嘉靖池州府志.pdf,15.24,.pdf,PyMuPDF,ok,720,scanned_image_pdf_no_text_layer,0,0,720,安徽,嘉靖,府州县区市志,0
太仓州志（1-6册）.pdf,42.96,.pdf,PyMuPDF,ok,2173,scanned_image_pdf_no_text_layer,0,0,2173,江苏,,府州县区市志,4
太和县志（一、二、三册）.pdf,22.34,.pdf,PyMuPDF,ok,1146,mostly_scanned_with_some_text,71,2,1144,安徽,,府州县区市志,4
太平府志（一、二册）.pdf,26.96,.pdf,PyMuPDF,ok,747,scanned_image_pdf_no_text_layer,0,0,747,未判定/综合,,府州县区市志,0
太湖备考.pdf,19.53,.pdf,PyMuPDF,ok,743,mostly_scanned_with_some_text,20,1,742,安徽,,地方文献/杂志类,6
奉贤县志（1-3册）.pdf,23.07,.pdf,PyMuPDF,ok,1100,scanned_image_pdf_no_text_layer,0,0,1100,上海,,府州县区市志,4
安亭志.pdf,7.1,.pdf,PyMuPDF,ok,384,scanned_image_pdf_no_text_layer,0,0,383,上海,,地方文献/杂志类,0
安庆地区志.pdf,49.9,.pdf,PyMuPDF,ok,1450,mostly_scanned_with_some_text,78,2,1448,安徽,,府州县区市志,6
安庆市郊区志.pdf,18.02,.pdf,PyMuPDF,ok,437,mostly_scanned_with_some_text,89,2,435,安徽,,府州县区市志,3
安徽方志考略.pdf,2.87,.pdf,PyMuPDF,ok,140,scanned_image_pdf_no_text_layer,0,0,140,跨省/综合,,方志目录研究,5
安徽省 临泉县志.pdf,33.2,.pdf,PyMuPDF,ok,604,mostly_scanned_with_some_text,4223,8,596,安徽,,府州县区市志,277
