file_name,size_mb,extension,reader,read_status,page_count,pdf_kind,text_chars,text_pages,image_pages,region_guess,period_terms,genre_tags,outline_count
安徽省 休宁县志.pdf,13.68,.pdf,PyMuPDF,ok,674,mostly_scanned_with_some_text,7653,10,664,安徽,,府州县区市志,509
安徽省 全椒县志.pdf,24.31,.pdf,PyMuPDF,ok,745,mostly_scanned_with_some_text,5577,8,737,安徽,,府州县区市志,418
安徽省 利辛县志.pdf,31.66,.pdf,PyMuPDF,ok,526,searchable_text_pdf,402104,501,520,安徽,,府州县区市志,0
安徽省 含山县志.pdf,21.86,.pdf,PyMuPDF,ok,709,mostly_scanned_with_some_text,2329,5,704,安徽,,府州县区市志,194
安徽省 固镇县志.pdf,16.48,.pdf,PyMuPDF,ok,525,mostly_scanned_with_some_text,9346,12,513,安徽,,府州县区市志,635
安徽省 天长县志（上）.pdf,8.23,.pdf,PyMuPDF,ok,244,scanned_image_pdf_no_text_layer,0,0,243,安徽,,府州县区市志,0
安徽省 太湖县志（一）.pdf,29.46,.pdf,PyMuPDF,ok,402,scanned_image_pdf_no_text_layer,0,0,402,安徽,,府州县区市志,0
安徽省 太湖县志（二）.pdf,47.68,.pdf,PyMuPDF,ok,384,scanned_image_pdf_no_text_layer,0,0,384,安徽,,府州县区市志,0
安徽省 岳西县志.pdf,46.85,.pdf,PyMuPDF,ok,657,scanned_image_pdf_no_text_layer,0,0,657,安徽,,府州县区市志,193
安徽省 怀远县志.pdf,17.74,.pdf,PyMuPDF,ok,655,mostly_scanned_with_some_text,5203,7,648,安徽,,府州县区市志,345
安徽省 旌德县志.pdf,17.17,.pdf,PyMuPDF,ok,675,mostly_scanned_with_some_text,2219,6,669,安徽,,府州县区市志,188
安徽省 枞阳县志.doc,0.99,.doc,binary_decode_heuristic+file_metadata,ok,,,12748,,,安徽,,府州县区市志,
安徽省 歙县志.pdf,5.2,.pdf,PyMuPDF,ok,1373,searchable_text_pdf,2017992,1373,3,安徽,,府州县区市志,204
安徽省 涡阳县志.pdf,21.42,.pdf,PyMuPDF,ok,825,scanned_image_pdf_no_text_layer,0,0,825,安徽,,府州县区市志,0
安徽省 界首县志.pdf,16.77,.pdf,PyMuPDF,ok,603,mostly_scanned_with_some_text,7733,10,593,安徽,,府州县区市志,555
安徽省 繁昌县志.pdf,14.78,.pdf,PyMuPDF,ok,529,mostly_scanned_with_some_text,2272,5,524,安徽,,府州县区市志,187
安徽省 绩溪县志.pdf,34.36,.pdf,PyMuPDF,ok,1156,scanned_image_pdf_no_text_layer,0,0,1156,安徽,,府州县区市志,2
安徽省 肥东县志.pdf,20.5,.pdf,PyMuPDF,ok,740,scanned_image_pdf_no_text_layer,0,0,740,安徽,,府州县区市志,728
安徽省 舒城县志.pdf,22.08,.pdf,PyMuPDF,ok,732,mostly_scanned_with_some_text,11280,21,711,安徽,,府州县区市志,756
安徽省 蒙城县志.pdf,16.16,.pdf,PyMuPDF,ok,579,mostly_scanned_with_some_text,2923,8,571,安徽,,府州县区市志,240
安徽省 金寨县志.pdf,28.88,.pdf,PyMuPDF,ok,858,scanned_image_pdf_no_text_layer,0,0,857,安徽,,府州县区市志,642
安徽省 长丰县志.pdf,47.67,.pdf,PyMuPDF,ok,770,searchable_text_pdf,532208,698,307,安徽,,府州县区市志,96
安徽省 阜南县志.pdf,27.13,.pdf,PyMuPDF,ok,542,searchable_text_pdf,450005,532,540,安徽,,府州县区市志,0
安徽省 青阳县志.pdf,18.49,.pdf,PyMuPDF,ok,648,mostly_scanned_with_some_text,2138,5,643,安徽,,府州县区市志,176
安徽省 黟县志.pdf,21.07,.pdf,PyMuPDF,ok,667,scanned_image_pdf_no_text_layer,0,0,667,安徽,,府州县区市志,4
安徽省志·军事志.pdf,26.55,.pdf,PyMuPDF,ok,871,mostly_scanned_with_some_text,63,1,870,安徽,,省志/通志|军事公安审判,0
安徽省志·建材工业志.pdf,19.59,.pdf,PyMuPDF,ok,462,mostly_scanned_with_some_text,83,2,460,安徽,,省志/通志|产业行业志,6
安徽省志·总目录.pdf,5.33,.pdf,PyMuPDF,ok,322,scanned_image_pdf_no_text_layer,0,0,321,安徽,,省志/通志|方志目录研究,0
安徽省志·文物志.pdf,27.74,.pdf,PyMuPDF,ok,917,scanned_image_pdf_no_text_layer,0,0,916,安徽,,省志/通志|文化教育文物,0
安徽省志·方言志.pdf,9.22,.pdf,PyMuPDF,ok,622,mostly_scanned_with_some_text,1804,3,619,安徽,,省志/通志|方言民俗风土,98
安徽省志·档案志.pdf,8.27,.pdf,PyMuPDF,ok,304,scanned_image_pdf_no_text_layer,0,0,304,安徽,,省志/通志,0
安徽省志·纺织工业志.pdf,14.23,.pdf,PyMuPDF,ok,386,mostly_scanned_with_some_text,83,2,384,安徽,,省志/通志|产业行业志,6
安徽省志·自然环境志.pdf,14.71,.pdf,PyMuPDF,ok,517,mostly_scanned_with_some_text,83,2,515,安徽,,省志/通志,6
宋平江城坊考.pdf,15.5,.pdf,PyMuPDF,ok,424,mostly_scanned_with_some_text,20,1,423,江苏,宋,地方文献/杂志类,6
宝华山志.pdf,20.8,.pdf,PyMuPDF,ok,656,scanned_image_pdf_no_text_layer,0,0,656,江苏,,山水寺观志,0
宣统太仓州镇洋县志.pdf,23.41,.pdf,PyMuPDF,ok,551,mostly_scanned_with_some_text,76,1,550,江苏,宣统,府州县区市志,550
寒山寺志.pdf,6.71,.pdf,PyMuPDF,ok,224,scanned_image_pdf_no_text_layer,0,0,224,江苏,,山水寺观志,4
寒山寺志（校补本）.pdf,7.42,.pdf,PyMuPDF,ok,198,scanned_image_pdf_no_text_layer,0,0,198,江苏,,山水寺观志,0
尧峰山志.pdf,4.06,.pdf,PyMuPDF,ok,323,scanned_image_pdf_no_text_layer,0,0,323,未判定/综合,,山水寺观志,5
屯溪市志.pdf,13.32,.pdf,PyMuPDF,ok,489,scanned_image_pdf_no_text_layer,0,0,488,安徽,,府州县区市志,0
岳西卫生志.pdf,13.22,.pdf,PyMuPDF,ok,406,searchable_text_pdf,310484,406,9,安徽,,地方文献/杂志类,35
川沙厅志（第一册）.pdf,23.52,.pdf,PyMuPDF,ok,67,scanned_image_pdf_no_text_layer,0,0,67,上海,,府州县区市志,0
川沙厅志（第三册）.pdf,22.08,.pdf,PyMuPDF,ok,63,scanned_image_pdf_no_text_layer,0,0,63,上海,,府州县区市志,0
川沙厅志（第二册）.pdf,34.91,.pdf,PyMuPDF,ok,88,scanned_image_pdf_no_text_layer,0,0,88,上海,,府州县区市志,0
川沙厅志（第五册）.pdf,23.72,.pdf,PyMuPDF,ok,68,scanned_image_pdf_no_text_layer,0,0,68,上海,,府州县区市志,0
川沙厅志（第六册）.pdf,21.32,.pdf,PyMuPDF,ok,59,scanned_image_pdf_no_text_layer,0,0,59,上海,,府州县区市志,0
川沙厅志（第四册）.pdf,18.56,.pdf,PyMuPDF,ok,56,scanned_image_pdf_no_text_layer,0,0,56,上海,,府州县区市志,0
巢湖地区简志.pdf,18.41,.pdf,PyMuPDF,ok,603,mostly_scanned_with_some_text,6498,13,590,安徽,,地方文献/杂志类,458
常熟文献志（卷五）.pdf,15.47,.pdf,PyMuPDF,ok,141,scanned_image_pdf_no_text_layer,0,0,140,江苏,,地方文献/杂志类,0
常熟文献志（卷六至卷九）.pdf,12.46,.pdf,PyMuPDF,ok,131,scanned_image_pdf_no_text_layer,0,0,131,江苏,,地方文献/杂志类,0
常熟文献志（卷十七至卷十八）.pdf,18.36,.pdf,PyMuPDF,ok,168,scanned_image_pdf_no_text_layer,0,0,167,江苏,,地方文献/杂志类,0
常熟文献志（卷十二）.pdf,18.16,.pdf,PyMuPDF,ok,145,scanned_image_pdf_no_text_layer,0,0,144,江苏,,地方文献/杂志类,0
常熟文献志（卷十至卷十一）.pdf,14.39,.pdf,PyMuPDF,ok,141,scanned_image_pdf_no_text_layer,0,0,140,江苏,,地方文献/杂志类,0
常熟文献志（卷四）.pdf,17.18,.pdf,PyMuPDF,ok,155,scanned_image_pdf_no_text_layer,0,0,154,江苏,,地方文献/杂志类,0
常熟文献志（卷首至卷三）.pdf,16.85,.pdf,PyMuPDF,ok,158,scanned_image_pdf_no_text_layer,0,0,157,江苏,,地方文献/杂志类,0
平山堂图志.pdf,18.11,.pdf,PyMuPDF,ok,579,scanned_image_pdf_no_text_layer,0,0,579,未判定/综合,,山水寺观志,4
广陵区志（扬州市）.pdf,26.68,.pdf,PyMuPDF,ok,916,mostly_scanned_with_some_text,89,2,914,江苏,,府州县区市志,6
康熙休宁县志（1-3册）.pdf,28.76,.pdf,PyMuPDF,ok,1425,scanned_image_pdf_no_text_layer,0,0,1425,安徽,康熙,府州县区市志,6
康熙含山县志 道光巢县志.pdf,15.12,.pdf,PyMuPDF,ok,496,scanned_image_pdf_no_text_layer,0,0,495,安徽,康熙|道光,府州县区市志,0
康熙安庆府志.pdf,30.39,.pdf,PyMuPDF,ok,911,scanned_image_pdf_no_text_layer,0,0,911,安徽,康熙,府州县区市志,0
康熙常州府志 (1).pdf,35.35,.pdf,PyMuPDF,ok,851,mostly_scanned_with_some_text,73,1,850,江苏,康熙,府州县区市志,850
康熙常熟县志.pdf,28.44,.pdf,PyMuPDF,ok,669,mostly_scanned_with_some_text,73,1,668,江苏,康熙,府州县区市志,667
康熙徽州府志（1-7册）-01.pdf,26.99,.pdf,PyMuPDF,ok,1117,scanned_image_pdf_no_text_layer,0,0,1117,安徽,康熙,府州县区市志,0
康熙徽州府志（1-7册）-02.pdf,36.96,.pdf,PyMuPDF,ok,1359,scanned_image_pdf_no_text_layer,0,0,1358,安徽,康熙,府州县区市志,0
建康古今记（全）.pdf,4.49,.pdf,PyMuPDF,ok,157,scanned_image_pdf_no_text_layer,0,0,157,江苏,,地方文献/杂志类,3
弘治上海志（上）.pdf,15.1,.pdf,PyMuPDF,ok,133,scanned_image_pdf_no_text_layer,0,0,132,上海,弘治,地方文献/杂志类,0
弘治上海志（下）.pdf,25.8,.pdf,PyMuPDF,ok,206,scanned_image_pdf_no_text_layer,0,0,205,上海,弘治,地方文献/杂志类,0
弘治休宁县志.pdf,13.35,.pdf,PyMuPDF,ok,308,scanned_image_pdf_no_text_layer,0,0,308,安徽,弘治,府州县区市志,0
弘治徽州府志.pdf,36.43,.pdf,PyMuPDF,ok,1686,scanned_image_pdf_no_text_layer,0,0,1685,安徽,弘治,府州县区市志,2
张桥乡志.pdf,4.82,.pdf,PyMuPDF,ok,205,scanned_image_pdf_no_text_layer,0,0,205,未判定/综合,,乡镇村里志,0
彭镇镇志.pdf,15.32,.pdf,PyMuPDF,ok,464,scanned_image_pdf_no_text_layer,0,0,464,上海,,乡镇村里志,0
徐州市粮食志.pdf,6.73,.pdf,PyMuPDF,ok,365,scanned_image_pdf_no_text_layer,0,0,364,江苏,,产业行业志,0
徐州方言志.pdf,4.51,.pdf,PyMuPDF,ok,369,scanned_image_pdf_no_text_layer,0,0,368,江苏,,方言民俗风土,0
徽州地区交通志.pdf,13.3,.pdf,PyMuPDF,ok,364,scanned_image_pdf_no_text_layer,0,0,363,安徽,,省志/通志|交通运输,0
扬州图经.pdf,8.25,.pdf,PyMuPDF,ok,228,mostly_scanned_with_some_text,20,1,227,江苏,,地方文献/杂志类,6
扬州足征录.pdf,40.35,.pdf,PyMuPDF,ok,519,scanned_image_pdf_no_text_layer,0,0,519,江苏,,地方文献/杂志类,0
扬州足徵录 （万历）盐城县志.pdf,29.3,.pdf,PyMuPDF,ok,454,scanned_image_pdf_no_text_layer,0,0,454,江苏,万历,府州县区市志,0
摄山志.pdf,19.05,.pdf,PyMuPDF,ok,649,scanned_image_pdf_no_text_layer,0,0,649,江苏,,山水寺观志,4
新安人物志.pdf,2.85,.pdf,PyMuPDF,ok,176,scanned_image_pdf_no_text_layer,0,0,176,未判定/综合,,人物传记,0
新寺志.pdf,14.31,.pdf,PyMuPDF,ok,452,scanned_image_pdf_no_text_layer,0,0,452,上海,,山水寺观志,0
旌德县志（1-4册）.pdf,29.9,.pdf,PyMuPDF,ok,1635,scanned_image_pdf_no_text_layer,0,0,1635,安徽,,府州县区市志,0
无锡市志（全四册）-01.pdf,38.37,.pdf,PyMuPDF,ok,718,scanned_image_pdf_no_text_layer,0,0,718,江苏,,府州县区市志,0
无锡市志（全四册）-02.pdf,49.98,.pdf,PyMuPDF,ok,1372,scanned_image_pdf_no_text_layer,0,0,1372,江苏,,府州县区市志,0
无锡市志（全四册）-03.pdf,43.63,.pdf,PyMuPDF,ok,1282,mostly_scanned_with_some_text,83,2,1280,江苏,,府州县区市志,0
明代南直隶方志研究.pdf,46.87,.pdf,PyMuPDF,ok,572,scanned_image_pdf_no_text_layer,0,0,572,跨省/综合,明代,方志目录研究,538
明代宝应人物志.pdf,2.36,.pdf,PyMuPDF,ok,86,scanned_image_pdf_no_text_layer,0,0,86,江苏,明代,人物传记,0
明代金陵人物志.pdf,3.44,.pdf,PyMuPDF,ok,176,scanned_image_pdf_no_text_layer,0,0,176,江苏,明代,人物传记,0
明孝陵志.pdf,5.98,.pdf,PyMuPDF,ok,215,scanned_image_pdf_no_text_layer,0,0,215,未判定/综合,,地方文献/杂志类,0
明孝陵志新编.pdf,12.19,.pdf,PyMuPDF,ok,298,scanned_image_pdf_no_text_layer,0,0,298,未判定/综合,,地方文献/杂志类,0
景定建康志（1-2册）.pdf,8.09,.pdf,PyMuPDF,ok,209,scanned_image_pdf_no_text_layer,0,0,209,江苏,景定,地方文献/杂志类,4
杏花村志.pdf,28.05,.pdf,PyMuPDF,ok,394,scanned_image_pdf_no_text_layer,0,0,394,未判定/综合,,地方文献/杂志类,0
松江文化志.pdf,10.22,.pdf,PyMuPDF,ok,334,scanned_image_pdf_no_text_layer,0,0,334,上海,,文化教育文物,301
松江风俗志.pdf,19.9,.pdf,PyMuPDF,ok,484,scanned_image_pdf_no_text_layer,0,0,484,上海,,方言民俗风土,0
栖霞山志.pdf,3.82,.pdf,PyMuPDF,ok,245,scanned_image_pdf_no_text_layer,0,0,245,江苏,,山水寺观志,5
栖霞新志.pdf,4.3,.pdf,PyMuPDF,ok,198,scanned_image_pdf_no_text_layer,0,0,198,江苏,,地方文献/杂志类,0
桐城文化志.pdf,5.84,.pdf,PyMuPDF,ok,396,scanned_image_pdf_no_text_layer,0,0,396,安徽,,文化教育文物,390
梅里志.pdf,17.65,.pdf,PyMuPDF,ok,237,scanned_image_pdf_no_text_layer,0,0,237,未判定/综合,,乡镇村里志,0
橙阳散志.pdf,3.98,.pdf,PyMuPDF,ok,118,scanned_image_pdf_no_text_layer,0,0,118,未判定/综合,,地方文献/杂志类,0
毫县志略（全）.pdf,0.63,.pdf,PyMuPDF,ok,48,scanned_image_pdf_no_text_layer,0,0,48,安徽,,府州县区市志,0
民国全椒县志 道光来安县志.pdf,17.4,.pdf,PyMuPDF,ok,512,scanned_image_pdf_no_text_layer,0,0,511,安徽,道光|民国,府州县区市志,0
民国南通县图志 光绪海门厅图志.pdf,19.49,.pdf,PyMuPDF,ok,770,scanned_image_pdf_no_text_layer,0,0,770,江苏,光绪|民国,地方文献/杂志类,1
民国南陵县志.pdf,32.53,.pdf,PyMuPDF,ok,869,scanned_image_pdf_no_text_layer,0,0,869,安徽,民国,府州县区市志,0
民国吴县志(一).pdf,39.66,.pdf,PyMuPDF,ok,1069,mostly_scanned_with_some_text,76,1,1068,江苏,民国,府州县区市志,1067
民国吴县志(二) 民国续吴县志稿.pdf,36.91,.pdf,PyMuPDF,ok,1039,mostly_scanned_with_some_text,85,1,1038,江苏,民国,府州县区市志,1037
民国宁国县志 嘉庆绩溪县志.pdf,24.24,.pdf,PyMuPDF,ok,791,scanned_image_pdf_no_text_layer,0,0,790,安徽,嘉庆|民国,府州县区市志,0
民国宝应县志.pdf,24.21,.pdf,PyMuPDF,ok,520,mostly_scanned_with_some_text,73,1,519,江苏,民国,府州县区市志,518
民国宿松县志（一）.pdf,21.97,.pdf,PyMuPDF,ok,582,scanned_image_pdf_no_text_layer,0,0,582,安徽,民国,府州县区市志,0
民国宿松县志（二）.pdf,22.92,.pdf,PyMuPDF,ok,532,scanned_image_pdf_no_text_layer,0,0,531,安徽,民国,府州县区市志,0
民国当涂县志（一）.pdf,19.53,.pdf,PyMuPDF,ok,617,scanned_image_pdf_no_text_layer,0,0,617,安徽,民国,府州县区市志,0
民国当涂县志（二）.pdf,20.53,.pdf,PyMuPDF,ok,567,scanned_image_pdf_no_text_layer,0,0,566,安徽,民国,府州县区市志,0
民国怀宁县志 民国怀宁县志补.pdf,30.47,.pdf,PyMuPDF,ok,737,scanned_image_pdf_no_text_layer,0,0,737,安徽,民国,府州县区市志,0
民国时期南京官办银行 南京金融志资料专辑（一）.pdf,4.97,.pdf,PyMuPDF,ok,431,scanned_image_pdf_no_text_layer,0,0,431,江苏,民国,经济财政工商|方志目录研究,19
民国歙县志.pdf,33.71,.pdf,PyMuPDF,ok,728,scanned_image_pdf_no_text_layer,0,0,728,安徽,民国,府州县区市志,0
民国江阴县续志.pdf,21.59,.pdf,PyMuPDF,ok,515,mostly_scanned_with_some_text,74,1,514,江苏,民国,地方文献/杂志类,513
民国沛县志 咸丰邳州志 民国邳志补.pdf,31.45,.pdf,PyMuPDF,ok,737,mostly_scanned_with_some_text,86,1,736,江苏,咸丰|民国,府州县区市志,736
民国泰县志稿.pdf,22.53,.pdf,PyMuPDF,ok,826,mostly_scanned_with_some_text,73,1,825,江苏,民国,府州县区市志,825
民国潜山县志.pdf,19.41,.pdf,PyMuPDF,ok,503,scanned_image_pdf_no_text_layer,0,0,503,未判定/综合,民国,府州县区市志,0
民国石埭备志汇编 宣统建德县志.pdf,22.14,.pdf,PyMuPDF,ok,589,scanned_image_pdf_no_text_layer,0,0,589,安徽,宣统|民国,府州县区市志,0
民国续纂山阳县志.pdf,41.38,.pdf,PyMuPDF,ok,259,scanned_image_pdf_no_text_layer,0,0,259,江苏,民国,府州县区市志,0
民国芜湖县志 雍正建平县志.pdf,21.51,.pdf,PyMuPDF,ok,597,scanned_image_pdf_no_text_layer,0,0,597,安徽,雍正|民国,府州县区市志,0
民国重修金坛县志 光绪溧水县志.pdf,27.82,.pdf,PyMuPDF,ok,631,mostly_scanned_with_some_text,83,1,630,江苏,光绪|民国,府州县区市志,630
民国铜山县志.pdf,25.71,.pdf,PyMuPDF,ok,594,mostly_scanned_with_some_text,73,1,593,江苏,民国,府州县区市志,593
民国镇洋县志 雍正昭文县志 乾隆吴江县志(一).pdf,20.98,.pdf,PyMuPDF,ok,453,mostly_scanned_with_some_text,94,1,452,江苏,雍正|乾隆|民国,府州县区市志,452
民国高淳县志 乾隆句容县志.pdf,40.77,.pdf,PyMuPDF,ok,817,mostly_scanned_with_some_text,81,1,816,江苏,乾隆|民国,府州县区市志,816
民国黟县四志.pdf,20.98,.pdf,PyMuPDF,ok,530,scanned_image_pdf_no_text_layer,0,0,530,安徽,民国,地方文献/杂志类,0
江南通志（卷一至卷六）.pdf,44.26,.pdf,PyMuPDF,ok,274,scanned_image_pdf_no_text_layer,0,0,274,跨省/综合,,省志/通志,0
江南通志（卷七十三至卷七十六）.pdf,28.72,.pdf,PyMuPDF,ok,142,scanned_image_pdf_no_text_layer,0,0,142,跨省/综合,,省志/通志,0
江南通志（卷七至卷十三）.pdf,40.43,.pdf,PyMuPDF,ok,214,scanned_image_pdf_no_text_layer,0,0,214,跨省/综合,,省志/通志,0
江南通志（卷三十、卷三十一）.pdf,38.98,.pdf,PyMuPDF,ok,249,scanned_image_pdf_no_text_layer,0,0,249,跨省/综合,,省志/通志,0
江南通志（卷三十七至卷四十一）.pdf,36.27,.pdf,PyMuPDF,ok,176,scanned_image_pdf_no_text_layer,0,0,176,跨省/综合,,省志/通志,0
江南通志（卷三十二至卷三十六）.pdf,43.38,.pdf,PyMuPDF,ok,231,scanned_image_pdf_no_text_layer,0,0,231,跨省/综合,,省志/通志,0
江南通志（卷二十六至卷二十九）.pdf,37.19,.pdf,PyMuPDF,ok,232,scanned_image_pdf_no_text_layer,0,0,232,跨省/综合,,省志/通志,0
江南通志（卷五十五至卷六十一）.pdf,46.87,.pdf,PyMuPDF,ok,236,scanned_image_pdf_no_text_layer,0,0,236,跨省/综合,,省志/通志,0
江南通志（卷五十至卷五十四）.pdf,48.11,.pdf,PyMuPDF,ok,232,scanned_image_pdf_no_text_layer,0,0,232,跨省/综合,,省志/通志,0
江南通志（卷六十二、卷六十三）.pdf,28.13,.pdf,PyMuPDF,ok,145,scanned_image_pdf_no_text_layer,0,0,145,跨省/综合,,省志/通志,0
江南通志（卷六十八至卷七十二）.pdf,41.96,.pdf,PyMuPDF,ok,207,scanned_image_pdf_no_text_layer,0,0,207,跨省/综合,,省志/通志,0
江南通志（卷六十四至卷六十七）.pdf,33.52,.pdf,PyMuPDF,ok,173,scanned_image_pdf_no_text_layer,0,0,173,跨省/综合,,省志/通志,0
江南通志（卷十九至卷二十五）.pdf,37.27,.pdf,PyMuPDF,ok,209,scanned_image_pdf_no_text_layer,0,0,209,跨省/综合,,省志/通志,0
江南通志（卷十四至卷十八）.pdf,49.76,.pdf,PyMuPDF,ok,264,scanned_image_pdf_no_text_layer,0,0,264,跨省/综合,,省志/通志,0
江南通志（卷四十二至卷四十四）.pdf,40.43,.pdf,PyMuPDF,ok,189,scanned_image_pdf_no_text_layer,0,0,189,跨省/综合,,省志/通志,0
江南通志（卷四十五至卷四十九）.pdf,39.2,.pdf,PyMuPDF,ok,185,scanned_image_pdf_no_text_layer,0,0,185,跨省/综合,,省志/通志,0
江苏六十一县志.pdf,4.32,.pdf,PyMuPDF,ok,304,scanned_image_pdf_no_text_layer,0,0,303,跨省/综合,,府州县区市志,0
江苏当代方志论文选.pdf,18.08,.pdf,PyMuPDF,ok,782,scanned_image_pdf_no_text_layer,0,0,782,跨省/综合,当代,方志目录研究,0
江苏方志考.pdf,5.02,.pdf,PyMuPDF,ok,184,scanned_image_pdf_no_text_layer,0,0,184,跨省/综合,,地方文献/杂志类,64
江苏旧方志提要.doc,1.58,.doc,binary_decode_heuristic+file_metadata,ok,,,44338,,,跨省/综合,,方志目录研究,
江苏省 吴县志（一）.pdf,42.75,.pdf,PyMuPDF,ok,605,scanned_image_pdf_no_text_layer,0,0,605,江苏,,府州县区市志,0
江苏省 吴县志（二）.pdf,32.41,.pdf,PyMuPDF,ok,723,mostly_scanned_with_some_text,95,2,721,江苏,,府州县区市志,0
江苏省 大丰县志.pdf,18.36,.pdf,PyMuPDF,ok,841,mostly_scanned_with_some_text,76,2,839,江苏,,府州县区市志,6
江苏省 如东县志.pdf,26.18,.pdf,PyMuPDF,ok,488,mostly_scanned_with_some_text,3026,5,483,江苏,,府州县区市志,192
江苏省 无锡县志.pdf,24.02,.pdf,PyMuPDF,ok,1199,scanned_image_pdf_no_text_layer,0,0,1114,江苏,,府州县区市志,1145
江苏省 海安县志.pdf,72.2,.pdf,PyMuPDF,ok,1083,searchable_text_pdf,1292455,1080,1083,江苏,,府州县区市志,1025
江苏省 高淳县志.pdf,25.63,.pdf,PyMuPDF,ok,907,mostly_scanned_with_some_text,76,2,905,江苏,,府州县区市志,6
江苏省交通志·公路篇(1978-2008) 道路运输（草.doc,1.52,.doc,binary_decode_heuristic+file_metadata,ok,,,34334,,,江苏,1978|2008,省志/通志|交通运输,
江苏省志 文物志.pdf.baiduyun.p.downloading,48.48,.pdf.baiduyun.p.downloading,PyMuPDF,ok,815,scanned_image_pdf_no_text_layer,0,0,793,江苏,,省志/通志|文化教育文物,815
江苏省志·交通志·民航篇.pdf,4.97,.pdf,PyMuPDF,ok,151,scanned_image_pdf_no_text_layer,0,0,150,江苏,,省志/通志|交通运输,0
江苏省志·供销合作社志.pdf,21.83,.pdf,PyMuPDF,ok,630,scanned_image_pdf_no_text_layer,0,0,629,江苏,,省志/通志|经济财政工商,0
江苏省志·军事志.pdf,27.04,.pdf,PyMuPDF,ok,1348,scanned_image_pdf_no_text_layer,0,0,1348,江苏,,省志/通志|军事公安审判,234
江苏省志·农机具志.pdf,34.4,.pdf,PyMuPDF,ok,485,scanned_image_pdf_no_text_layer,0,0,484,江苏,,省志/通志|产业行业志,0
江苏省志·冶金工业志.pdf,15.22,.pdf,PyMuPDF,ok,479,scanned_image_pdf_no_text_layer,0,0,478,江苏,,省志/通志|产业行业志,0
江苏省志·出版志.pdf,5.12,.pdf,PyMuPDF,ok,70,scanned_image_pdf_no_text_layer,0,0,69,江苏,,省志/通志|产业行业志,0
江苏省志·地震事业志.pdf,8.07,.pdf,PyMuPDF,ok,300,scanned_image_pdf_no_text_layer,0,0,299,江苏,,省志/通志,0
江苏省志·审判志.pdf,11.21,.pdf,PyMuPDF,ok,389,scanned_image_pdf_no_text_layer,0,0,388,江苏,,省志/通志|军事公安审判,0
江苏省志·对外经济贸易志.pdf,16.35,.pdf,PyMuPDF,ok,515,scanned_image_pdf_no_text_layer,0,0,514,江苏,,省志/通志|经济财政工商,0
江苏省志·工商行政管理志.pdf,11.61,.pdf,PyMuPDF,ok,396,scanned_image_pdf_no_text_layer,0,0,395,江苏,,省志/通志|经济财政工商,0
江苏省志·报业志.pdf,26.53,.pdf,PyMuPDF,ok,568,scanned_image_pdf_no_text_layer,0,0,567,江苏,,省志/通志|产业行业志,0
江苏省志·教育志（上、下册）.pdf,33.57,.pdf,PyMuPDF,ok,746,scanned_image_pdf_no_text_layer,0,0,745,江苏,,省志/通志|文化教育文物,0
江苏省志·方言志.pdf,16.8,.pdf,PyMuPDF,ok,764,scanned_image_pdf_no_text_layer,0,0,764,江苏,,省志/通志|方言民俗风土,0
江苏省志·旅游业志.pdf,18.73,.pdf,PyMuPDF,ok,548,scanned_image_pdf_no_text_layer,0,0,547,江苏,,省志/通志|产业行业志,0
江苏省志·档案志.pdf,17.79,.pdf,PyMuPDF,ok,403,scanned_image_pdf_no_text_layer,0,0,402,江苏,,省志/通志,0
江苏省志·气象事业志.pdf,11.4,.pdf,PyMuPDF,ok,404,scanned_image_pdf_no_text_layer,0,0,403,江苏,,省志/通志,0
江苏省志·海关志.pdf,12.54,.pdf,PyMuPDF,ok,461,scanned_image_pdf_no_text_layer,0,0,460,江苏,,省志/通志|经济财政工商,0
江苏省志·海涂开发志.pdf,10.59,.pdf,PyMuPDF,ok,338,scanned_image_pdf_no_text_layer,0,0,337,江苏,,省志/通志,0
江苏省志·盐业志.pdf,11.28,.pdf,PyMuPDF,ok,389,scanned_image_pdf_no_text_layer,0,0,388,江苏,,省志/通志|产业行业志,0
江苏省志·社会科学志.pdf,19.15,.pdf,PyMuPDF,ok,674,scanned_image_pdf_no_text_layer,0,0,673,江苏,,省志/通志|文化教育文物,0
江苏省志·税务志.pdf,21.18,.pdf,PyMuPDF,ok,768,scanned_image_pdf_no_text_layer,0,0,767,江苏,,省志/通志|经济财政工商,0
江苏省志·粮食志.pdf,15.51,.pdf,PyMuPDF,ok,519,scanned_image_pdf_no_text_layer,0,0,518,江苏,,省志/通志|产业行业志,0
江苏省志·财政志（上、下册）.pdf,15.39,.pdf,PyMuPDF,ok,522,scanned_image_pdf_no_text_layer,0,0,521,江苏,,省志/通志|经济财政工商,0
江苏省志·轻工业志.pdf,19.33,.pdf,PyMuPDF,ok,614,scanned_image_pdf_no_text_layer,0,0,613,江苏,,省志/通志|产业行业志,0
江苏省志·陶瓷工业志.pdf,14.61,.pdf,PyMuPDF,ok,411,scanned_image_pdf_no_text_layer,0,0,410,江苏,,省志/通志|产业行业志,0
江苏省通志稿 01 大事志.pdf,31.28,.pdf,PyMuPDF,ok,815,scanned_image_pdf_no_text_layer,0,0,814,江苏,,省志/通志,0
江苏省通志稿 02 方域志·都水志·建置志.pdf,24.85,.pdf,PyMuPDF,ok,738,scanned_image_pdf_no_text_layer,0,0,737,江苏,,省志/通志,4
