doc_id,source_file_name,source_path_current,size_bytes,page_count,pdf_kind
swhgz_88639995a583,嘉庆重修扬州府志(一).pdf,<LOCAL_SOURCE_ROOT>/嘉庆重修扬州府志(一).pdf,43125597,807,mostly_scanned_with_some_text
swhgz_95b35d28b2b2,嘉庆重修扬州府志(二) 同治续纂扬州府志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆重修扬州府志(二) 同治续纂扬州府志.pdf,50854010,995,mostly_scanned_with_some_text
swhgz_34d2e475ff0a,嘉庆高邮州志 道光续增高邮州志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆高邮州志 道光续增高邮州志.pdf,33343070,795,mostly_scanned_with_some_text
swhgz_ee865a6b17dd,嘉庆黟县志 道光黟县续志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆黟县志 道光黟县续志.pdf,25045267,601,scanned_image_pdf_no_text_layer
swhgz_fc89cb41f807,嘉靖吴江县志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖吴江县志.pdf,19805175,1423,scanned_image_pdf_no_text_layer
swhgz_80a6fe133d61,嘉靖天长县志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖天长县志.pdf,7164662,510,scanned_image_pdf_no_text_layer
swhgz_db9db899fb96,嘉靖宿州志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖宿州志.pdf,5177408,300,scanned_image_pdf_no_text_layer
swhgz_71663c86283e,嘉靖寿州志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖寿州志.pdf,8473263,600,scanned_image_pdf_no_text_layer
swhgz_74203a815632,嘉靖建平县志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖建平县志.pdf,5530985,350,scanned_image_pdf_no_text_layer
swhgz_e20cd3dc14fe,嘉靖徽州府志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖徽州府志.pdf,15738637,371,scanned_image_pdf_no_text_layer
swhgz_918f2b7d3566,嘉靖江阴县志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖江阴县志.pdf,34251743,1000,scanned_image_pdf_no_text_layer
swhgz_a328ae69bd69,嘉靖池州府志.pdf,<LOCAL_SOURCE_ROOT>/嘉靖池州府志.pdf,15984606,720,scanned_image_pdf_no_text_layer
swhgz_2ed388d075fc,太仓州志（1-6册）.pdf,<LOCAL_SOURCE_ROOT>/太仓州志（1-6册）.pdf,45044487,2173,scanned_image_pdf_no_text_layer
swhgz_c8fb2dc99eb2,太和县志（一、二、三册）.pdf,<LOCAL_SOURCE_ROOT>/太和县志（一、二、三册）.pdf,23426525,1146,mostly_scanned_with_some_text
swhgz_982b70991332,太平府志（一、二册）.pdf,<LOCAL_SOURCE_ROOT>/太平府志（一、二册）.pdf,28270160,747,scanned_image_pdf_no_text_layer
swhgz_0e8599e2a0c9,太湖备考.pdf,<LOCAL_SOURCE_ROOT>/太湖备考.pdf,20480763,743,mostly_scanned_with_some_text
swhgz_21db67da8393,奉贤县志（1-3册）.pdf,<LOCAL_SOURCE_ROOT>/奉贤县志（1-3册）.pdf,24190783,1100,scanned_image_pdf_no_text_layer
swhgz_0a10d8583132,安亭志.pdf,<LOCAL_SOURCE_ROOT>/安亭志.pdf,7439754,384,scanned_image_pdf_no_text_layer
swhgz_5d038bf5fbca,安庆地区志.pdf,<LOCAL_SOURCE_ROOT>/安庆地区志.pdf,52325747,1450,mostly_scanned_with_some_text
swhgz_df175ccca4d5,安庆市郊区志.pdf,<LOCAL_SOURCE_ROOT>/安庆市郊区志.pdf,18891076,437,mostly_scanned_with_some_text
swhgz_29ee7be00abe,安徽方志考略.pdf,<LOCAL_SOURCE_ROOT>/安徽方志考略.pdf,3009552,140,scanned_image_pdf_no_text_layer
swhgz_b5bc8b872bba,安徽省 临泉县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 临泉县志.pdf,34811106,604,mostly_scanned_with_some_text
swhgz_c8c7814b4978,安徽省 休宁县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 休宁县志.pdf,14347641,674,mostly_scanned_with_some_text
swhgz_aa3ae6f4914c,安徽省 全椒县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 全椒县志.pdf,25488230,745,mostly_scanned_with_some_text
swhgz_220193bc961a,安徽省 利辛县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 利辛县志.pdf,33199545,526,searchable_text_pdf
swhgz_010ea4fb518e,安徽省 含山县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 含山县志.pdf,22924181,709,mostly_scanned_with_some_text
swhgz_ec4e293030d0,安徽省 固镇县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 固镇县志.pdf,17281468,525,mostly_scanned_with_some_text
swhgz_426e963a05ed,安徽省 天长县志（上）.pdf,<LOCAL_SOURCE_ROOT>/安徽省 天长县志（上）.pdf,8627749,244,scanned_image_pdf_no_text_layer
swhgz_1ed603a2795c,安徽省 太湖县志（一）.pdf,<LOCAL_SOURCE_ROOT>/安徽省 太湖县志（一）.pdf,30893605,402,scanned_image_pdf_no_text_layer
swhgz_6c263b4d7ca2,安徽省 太湖县志（二）.pdf,<LOCAL_SOURCE_ROOT>/安徽省 太湖县志（二）.pdf,49994947,384,scanned_image_pdf_no_text_layer
swhgz_14f88ff3a305,安徽省 岳西县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 岳西县志.pdf,49126289,657,scanned_image_pdf_no_text_layer
swhgz_bb523a854c90,安徽省 怀远县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 怀远县志.pdf,18602667,655,mostly_scanned_with_some_text
swhgz_523eb8b105f6,安徽省 旌德县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 旌德县志.pdf,18000216,675,mostly_scanned_with_some_text
swhgz_321865661e46,安徽省 枞阳县志.doc,<LOCAL_SOURCE_ROOT>/安徽省 枞阳县志.doc,1036288,,
swhgz_edb921c68f10,安徽省 歙县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 歙县志.pdf,5453762,1373,searchable_text_pdf
swhgz_b88c7f0d148c,安徽省 涡阳县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 涡阳县志.pdf,22456203,825,scanned_image_pdf_no_text_layer
swhgz_2d4501c89253,安徽省 界首县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 界首县志.pdf,17584114,603,mostly_scanned_with_some_text
swhgz_e9380e72683d,安徽省 繁昌县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 繁昌县志.pdf,15496678,529,mostly_scanned_with_some_text
swhgz_2469fe113ddc,安徽省 绩溪县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 绩溪县志.pdf,36032170,1156,scanned_image_pdf_no_text_layer
swhgz_2105e4406ce6,安徽省 肥东县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 肥东县志.pdf,21493971,740,scanned_image_pdf_no_text_layer
swhgz_3d756bd456ea,安徽省 舒城县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 舒城县志.pdf,23152056,732,mostly_scanned_with_some_text
swhgz_2b3b55e4da0e,安徽省 蒙城县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 蒙城县志.pdf,16945766,579,mostly_scanned_with_some_text
swhgz_86e9c0c49264,安徽省 金寨县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 金寨县志.pdf,30287309,858,scanned_image_pdf_no_text_layer
swhgz_dc69ac91808b,安徽省 长丰县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 长丰县志.pdf,49983402,770,searchable_text_pdf
swhgz_38170afba7cf,安徽省 阜南县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 阜南县志.pdf,28444905,542,searchable_text_pdf
swhgz_59f7dbcb00e7,安徽省 青阳县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 青阳县志.pdf,19391014,648,mostly_scanned_with_some_text
swhgz_1838ae8b9073,安徽省 黟县志.pdf,<LOCAL_SOURCE_ROOT>/安徽省 黟县志.pdf,22096224,667,scanned_image_pdf_no_text_layer
swhgz_3e471b391a77,安徽省志·军事志.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·军事志.pdf,27836269,871,mostly_scanned_with_some_text
swhgz_185d8973b1fb,安徽省志·建材工业志.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·建材工业志.pdf,20546306,462,mostly_scanned_with_some_text
swhgz_4155a9c7d10f,安徽省志·总目录.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·总目录.pdf,5588445,322,scanned_image_pdf_no_text_layer
swhgz_b946b1f4dead,安徽省志·文物志.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·文物志.pdf,29092412,917,scanned_image_pdf_no_text_layer
swhgz_569c1bd6ba02,安徽省志·方言志.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·方言志.pdf,9672412,622,mostly_scanned_with_some_text
swhgz_ef4201a1384f,安徽省志·档案志.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·档案志.pdf,8674411,304,scanned_image_pdf_no_text_layer
swhgz_366454084eda,安徽省志·纺织工业志.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·纺织工业志.pdf,14917827,386,mostly_scanned_with_some_text
swhgz_0962be769710,安徽省志·自然环境志.pdf,<LOCAL_SOURCE_ROOT>/安徽省志·自然环境志.pdf,15422603,517,mostly_scanned_with_some_text
swhgz_7bb0c8ed375a,宋平江城坊考.pdf,<LOCAL_SOURCE_ROOT>/宋平江城坊考.pdf,16252369,424,mostly_scanned_with_some_text
swhgz_97a4353ef028,宝华山志.pdf,<LOCAL_SOURCE_ROOT>/宝华山志.pdf,21810434,656,scanned_image_pdf_no_text_layer
swhgz_4ea83732637c,宣统太仓州镇洋县志.pdf,<LOCAL_SOURCE_ROOT>/宣统太仓州镇洋县志.pdf,24545992,551,mostly_scanned_with_some_text
swhgz_61dc465db1fb,寒山寺志.pdf,<LOCAL_SOURCE_ROOT>/寒山寺志.pdf,7036116,224,scanned_image_pdf_no_text_layer
swhgz_adc56a063891,寒山寺志（校补本）.pdf,<LOCAL_SOURCE_ROOT>/寒山寺志（校补本）.pdf,7775899,198,scanned_image_pdf_no_text_layer
swhgz_fe19560e74a4,尧峰山志.pdf,<LOCAL_SOURCE_ROOT>/尧峰山志.pdf,4261997,323,scanned_image_pdf_no_text_layer
swhgz_6c0e341c560b,屯溪市志.pdf,<LOCAL_SOURCE_ROOT>/屯溪市志.pdf,13962892,489,scanned_image_pdf_no_text_layer
swhgz_f4a9a18a5f20,岳西卫生志.pdf,<LOCAL_SOURCE_ROOT>/岳西卫生志.pdf,13862142,406,searchable_text_pdf
swhgz_0585e265a7a6,川沙厅志（第一册）.pdf,<LOCAL_SOURCE_ROOT>/川沙厅志（第一册）.pdf,24662520,67,scanned_image_pdf_no_text_layer
swhgz_e284513f9481,川沙厅志（第三册）.pdf,<LOCAL_SOURCE_ROOT>/川沙厅志（第三册）.pdf,23153089,63,scanned_image_pdf_no_text_layer
swhgz_65a2de595876,川沙厅志（第二册）.pdf,<LOCAL_SOURCE_ROOT>/川沙厅志（第二册）.pdf,36609530,88,scanned_image_pdf_no_text_layer
swhgz_d9159eb38eb5,川沙厅志（第五册）.pdf,<LOCAL_SOURCE_ROOT>/川沙厅志（第五册）.pdf,24868552,68,scanned_image_pdf_no_text_layer
swhgz_9a41e0d65379,川沙厅志（第六册）.pdf,<LOCAL_SOURCE_ROOT>/川沙厅志（第六册）.pdf,22356529,59,scanned_image_pdf_no_text_layer
swhgz_cd07a0bcd22b,川沙厅志（第四册）.pdf,<LOCAL_SOURCE_ROOT>/川沙厅志（第四册）.pdf,19464079,56,scanned_image_pdf_no_text_layer
swhgz_9e84f42443e7,巢湖地区简志.pdf,<LOCAL_SOURCE_ROOT>/巢湖地区简志.pdf,19300281,603,mostly_scanned_with_some_text
swhgz_489741dba859,常熟文献志（卷五）.pdf,<LOCAL_SOURCE_ROOT>/常熟文献志（卷五）.pdf,16224926,141,scanned_image_pdf_no_text_layer
swhgz_2deabed25c71,常熟文献志（卷六至卷九）.pdf,<LOCAL_SOURCE_ROOT>/常熟文献志（卷六至卷九）.pdf,13061366,131,scanned_image_pdf_no_text_layer
swhgz_c7895bfe6fdf,常熟文献志（卷十七至卷十八）.pdf,<LOCAL_SOURCE_ROOT>/常熟文献志（卷十七至卷十八）.pdf,19253268,168,scanned_image_pdf_no_text_layer
swhgz_4dde97470e0b,常熟文献志（卷十二）.pdf,<LOCAL_SOURCE_ROOT>/常熟文献志（卷十二）.pdf,19042833,145,scanned_image_pdf_no_text_layer
swhgz_cce5773d0a3c,常熟文献志（卷十至卷十一）.pdf,<LOCAL_SOURCE_ROOT>/常熟文献志（卷十至卷十一）.pdf,15092032,141,scanned_image_pdf_no_text_layer
swhgz_49e325dd4df0,常熟文献志（卷四）.pdf,<LOCAL_SOURCE_ROOT>/常熟文献志（卷四）.pdf,18011939,155,scanned_image_pdf_no_text_layer
swhgz_0f820fa32c10,常熟文献志（卷首至卷三）.pdf,<LOCAL_SOURCE_ROOT>/常熟文献志（卷首至卷三）.pdf,17673429,158,scanned_image_pdf_no_text_layer
swhgz_f1140a5a7d52,平山堂图志.pdf,<LOCAL_SOURCE_ROOT>/平山堂图志.pdf,18993845,579,scanned_image_pdf_no_text_layer
swhgz_2bae0b8b3776,广陵区志（扬州市）.pdf,<LOCAL_SOURCE_ROOT>/广陵区志（扬州市）.pdf,27981242,916,mostly_scanned_with_some_text
swhgz_0dbd23c8f9d5,康熙休宁县志（1-3册）.pdf,<LOCAL_SOURCE_ROOT>/康熙休宁县志（1-3册）.pdf,30153912,1425,scanned_image_pdf_no_text_layer
swhgz_1504ca7bfbd0,康熙含山县志 道光巢县志.pdf,<LOCAL_SOURCE_ROOT>/康熙含山县志 道光巢县志.pdf,15855417,496,scanned_image_pdf_no_text_layer
swhgz_d5d1d9d15a4e,康熙安庆府志.pdf,<LOCAL_SOURCE_ROOT>/康熙安庆府志.pdf,31869062,911,scanned_image_pdf_no_text_layer
swhgz_61113742e316,康熙常州府志 (1).pdf,<LOCAL_SOURCE_ROOT>/康熙常州府志 (1).pdf,37068571,851,mostly_scanned_with_some_text
swhgz_e0f5edd2d328,康熙常熟县志.pdf,<LOCAL_SOURCE_ROOT>/康熙常熟县志.pdf,29826256,669,mostly_scanned_with_some_text
swhgz_54eb63bf9ff4,康熙徽州府志（1-7册）-01.pdf,<LOCAL_SOURCE_ROOT>/康熙徽州府志（1-7册）-01.pdf,28305465,1117,scanned_image_pdf_no_text_layer
swhgz_8e4904f6913a,康熙徽州府志（1-7册）-02.pdf,<LOCAL_SOURCE_ROOT>/康熙徽州府志（1-7册）-02.pdf,38756129,1359,scanned_image_pdf_no_text_layer
swhgz_bdc2dc329113,建康古今记（全）.pdf,<LOCAL_SOURCE_ROOT>/建康古今记（全）.pdf,4708395,157,scanned_image_pdf_no_text_layer
swhgz_0419c0a12ce6,弘治上海志（上）.pdf,<LOCAL_SOURCE_ROOT>/弘治上海志（上）.pdf,15835988,133,scanned_image_pdf_no_text_layer
swhgz_f87d5e9f0d16,弘治上海志（下）.pdf,<LOCAL_SOURCE_ROOT>/弘治上海志（下）.pdf,27051394,206,scanned_image_pdf_no_text_layer
swhgz_f8c2fb978d31,弘治休宁县志.pdf,<LOCAL_SOURCE_ROOT>/弘治休宁县志.pdf,13999939,308,scanned_image_pdf_no_text_layer
swhgz_dc7587d11195,弘治徽州府志.pdf,<LOCAL_SOURCE_ROOT>/弘治徽州府志.pdf,38201969,1686,scanned_image_pdf_no_text_layer
swhgz_be04956a4643,张桥乡志.pdf,<LOCAL_SOURCE_ROOT>/张桥乡志.pdf,5051590,205,scanned_image_pdf_no_text_layer
swhgz_ede1b839d665,彭镇镇志.pdf,<LOCAL_SOURCE_ROOT>/彭镇镇志.pdf,16059563,464,scanned_image_pdf_no_text_layer
swhgz_05b881a59770,徐州市粮食志.pdf,<LOCAL_SOURCE_ROOT>/徐州市粮食志.pdf,7054752,365,scanned_image_pdf_no_text_layer
swhgz_065fe6c44f1f,徐州方言志.pdf,<LOCAL_SOURCE_ROOT>/徐州方言志.pdf,4733588,369,scanned_image_pdf_no_text_layer
swhgz_efe7527100ce,徽州地区交通志.pdf,<LOCAL_SOURCE_ROOT>/徽州地区交通志.pdf,13949153,364,scanned_image_pdf_no_text_layer
swhgz_fb20f4e1444b,扬州图经.pdf,<LOCAL_SOURCE_ROOT>/扬州图经.pdf,8647905,228,mostly_scanned_with_some_text
swhgz_50e753ea5364,扬州足征录.pdf,<LOCAL_SOURCE_ROOT>/扬州足征录.pdf,42310354,519,scanned_image_pdf_no_text_layer
swhgz_660d05e81f05,扬州足徵录 （万历）盐城县志.pdf,<LOCAL_SOURCE_ROOT>/扬州足徵录 （万历）盐城县志.pdf,30722637,454,scanned_image_pdf_no_text_layer
swhgz_03a36c7f1803,摄山志.pdf,<LOCAL_SOURCE_ROOT>/摄山志.pdf,19971681,649,scanned_image_pdf_no_text_layer
swhgz_c35e19b5490e,新安人物志.pdf,<LOCAL_SOURCE_ROOT>/新安人物志.pdf,2990581,176,scanned_image_pdf_no_text_layer
swhgz_f14cd879f18f,新寺志.pdf,<LOCAL_SOURCE_ROOT>/新寺志.pdf,15004275,452,scanned_image_pdf_no_text_layer
swhgz_6275ea853471,旌德县志（1-4册）.pdf,<LOCAL_SOURCE_ROOT>/旌德县志（1-4册）.pdf,31351915,1635,scanned_image_pdf_no_text_layer
swhgz_4923cc2cb422,无锡市志（全四册）-01.pdf,<LOCAL_SOURCE_ROOT>/无锡市志（全四册）-01.pdf,40237202,718,scanned_image_pdf_no_text_layer
swhgz_2d3457f9399f,无锡市志（全四册）-02.pdf,<LOCAL_SOURCE_ROOT>/无锡市志（全四册）-02.pdf,52410560,1372,scanned_image_pdf_no_text_layer
swhgz_deeb462b01ed,无锡市志（全四册）-03.pdf,<LOCAL_SOURCE_ROOT>/无锡市志（全四册）-03.pdf,45748026,1282,mostly_scanned_with_some_text
swhgz_0016223f49dd,明代南直隶方志研究.pdf,<LOCAL_SOURCE_ROOT>/明代南直隶方志研究.pdf,49144127,572,scanned_image_pdf_no_text_layer
swhgz_c15cbd7834ed,明代宝应人物志.pdf,<LOCAL_SOURCE_ROOT>/明代宝应人物志.pdf,2471659,86,scanned_image_pdf_no_text_layer
swhgz_35ca67cc4f74,明代金陵人物志.pdf,<LOCAL_SOURCE_ROOT>/明代金陵人物志.pdf,3605703,176,scanned_image_pdf_no_text_layer
swhgz_6d2727a6f9e4,明孝陵志.pdf,<LOCAL_SOURCE_ROOT>/明孝陵志.pdf,6265577,215,scanned_image_pdf_no_text_layer
swhgz_1b4f8e991ce8,明孝陵志新编.pdf,<LOCAL_SOURCE_ROOT>/明孝陵志新编.pdf,12783852,298,scanned_image_pdf_no_text_layer
swhgz_90bcb5a47924,景定建康志（1-2册）.pdf,<LOCAL_SOURCE_ROOT>/景定建康志（1-2册）.pdf,8481479,209,scanned_image_pdf_no_text_layer
swhgz_266e35c0e084,杏花村志.pdf,<LOCAL_SOURCE_ROOT>/杏花村志.pdf,29414537,394,scanned_image_pdf_no_text_layer
swhgz_14f9beb05e23,松江文化志.pdf,<LOCAL_SOURCE_ROOT>/松江文化志.pdf,10717090,334,scanned_image_pdf_no_text_layer
swhgz_74f901c103ae,松江风俗志.pdf,<LOCAL_SOURCE_ROOT>/松江风俗志.pdf,20864607,484,scanned_image_pdf_no_text_layer
swhgz_197f1fa1255a,栖霞山志.pdf,<LOCAL_SOURCE_ROOT>/栖霞山志.pdf,4005406,245,scanned_image_pdf_no_text_layer
swhgz_82f81e08c32e,栖霞新志.pdf,<LOCAL_SOURCE_ROOT>/栖霞新志.pdf,4504294,198,scanned_image_pdf_no_text_layer
swhgz_b93a69566a1a,桐城文化志.pdf,<LOCAL_SOURCE_ROOT>/桐城文化志.pdf,6127323,396,scanned_image_pdf_no_text_layer
swhgz_d3a43d0a4778,梅里志.pdf,<LOCAL_SOURCE_ROOT>/梅里志.pdf,18508639,237,scanned_image_pdf_no_text_layer
swhgz_a69437630cac,橙阳散志.pdf,<LOCAL_SOURCE_ROOT>/橙阳散志.pdf,4170822,118,scanned_image_pdf_no_text_layer
swhgz_3e6dd3562428,毫县志略（全）.pdf,<LOCAL_SOURCE_ROOT>/毫县志略（全）.pdf,655860,48,scanned_image_pdf_no_text_layer
swhgz_d25a7046b835,民国全椒县志 道光来安县志.pdf,<LOCAL_SOURCE_ROOT>/民国全椒县志 道光来安县志.pdf,18245695,512,scanned_image_pdf_no_text_layer
swhgz_c56d542cd334,民国南通县图志 光绪海门厅图志.pdf,<LOCAL_SOURCE_ROOT>/民国南通县图志 光绪海门厅图志.pdf,20440043,770,scanned_image_pdf_no_text_layer
swhgz_1022ec101ab1,民国南陵县志.pdf,<LOCAL_SOURCE_ROOT>/民国南陵县志.pdf,34114826,869,scanned_image_pdf_no_text_layer
swhgz_861247a6003d,民国吴县志(一).pdf,<LOCAL_SOURCE_ROOT>/民国吴县志(一).pdf,41589237,1069,mostly_scanned_with_some_text
swhgz_fcf0d490a461,民国吴县志(二) 民国续吴县志稿.pdf,<LOCAL_SOURCE_ROOT>/民国吴县志(二) 民国续吴县志稿.pdf,38705521,1039,mostly_scanned_with_some_text
swhgz_1901678dbf63,民国宁国县志 嘉庆绩溪县志.pdf,<LOCAL_SOURCE_ROOT>/民国宁国县志 嘉庆绩溪县志.pdf,25414234,791,scanned_image_pdf_no_text_layer
swhgz_98210706154b,民国宝应县志.pdf,<LOCAL_SOURCE_ROOT>/民国宝应县志.pdf,25389749,520,mostly_scanned_with_some_text
swhgz_5304913650d7,民国宿松县志（一）.pdf,<LOCAL_SOURCE_ROOT>/民国宿松县志（一）.pdf,23039970,582,scanned_image_pdf_no_text_layer
swhgz_b0b7103ea6af,民国宿松县志（二）.pdf,<LOCAL_SOURCE_ROOT>/民国宿松县志（二）.pdf,24037346,532,scanned_image_pdf_no_text_layer
swhgz_895cd97fe918,民国当涂县志（一）.pdf,<LOCAL_SOURCE_ROOT>/民国当涂县志（一）.pdf,20480029,617,scanned_image_pdf_no_text_layer
swhgz_ff515d74d179,民国当涂县志（二）.pdf,<LOCAL_SOURCE_ROOT>/民国当涂县志（二）.pdf,21528732,567,scanned_image_pdf_no_text_layer
swhgz_22a57eaad0ef,民国怀宁县志 民国怀宁县志补.pdf,<LOCAL_SOURCE_ROOT>/民国怀宁县志 民国怀宁县志补.pdf,31953812,737,scanned_image_pdf_no_text_layer
swhgz_aaba8ad288f6,民国时期南京官办银行 南京金融志资料专辑（一）.pdf,<LOCAL_SOURCE_ROOT>/民国时期南京官办银行 南京金融志资料专辑（一）.pdf,5210171,431,scanned_image_pdf_no_text_layer
swhgz_5a4c9c7cca34,民国歙县志.pdf,<LOCAL_SOURCE_ROOT>/民国歙县志.pdf,35352720,728,scanned_image_pdf_no_text_layer
swhgz_421f7ab48034,民国江阴县续志.pdf,<LOCAL_SOURCE_ROOT>/民国江阴县续志.pdf,22638095,515,mostly_scanned_with_some_text
swhgz_94748b8d70c3,民国沛县志 咸丰邳州志 民国邳志补.pdf,<LOCAL_SOURCE_ROOT>/民国沛县志 咸丰邳州志 民国邳志补.pdf,32982514,737,mostly_scanned_with_some_text
swhgz_ae2106dab891,民国泰县志稿.pdf,<LOCAL_SOURCE_ROOT>/民国泰县志稿.pdf,23620972,826,mostly_scanned_with_some_text
swhgz_a6fdd2f7e7aa,民国潜山县志.pdf,<LOCAL_SOURCE_ROOT>/民国潜山县志.pdf,20350534,503,scanned_image_pdf_no_text_layer
swhgz_71db6387cef2,民国石埭备志汇编 宣统建德县志.pdf,<LOCAL_SOURCE_ROOT>/民国石埭备志汇编 宣统建德县志.pdf,23212304,589,scanned_image_pdf_no_text_layer
swhgz_35d7d7c46b02,民国续纂山阳县志.pdf,<LOCAL_SOURCE_ROOT>/民国续纂山阳县志.pdf,43385015,259,scanned_image_pdf_no_text_layer
swhgz_528e79202bf5,民国芜湖县志 雍正建平县志.pdf,<LOCAL_SOURCE_ROOT>/民国芜湖县志 雍正建平县志.pdf,22556198,597,scanned_image_pdf_no_text_layer
swhgz_4bb1d0a75f92,民国重修金坛县志 光绪溧水县志.pdf,<LOCAL_SOURCE_ROOT>/民国重修金坛县志 光绪溧水县志.pdf,29172403,631,mostly_scanned_with_some_text
swhgz_7f697ba5dc8b,民国铜山县志.pdf,<LOCAL_SOURCE_ROOT>/民国铜山县志.pdf,26962510,594,mostly_scanned_with_some_text
swhgz_a5f7814b93e2,民国镇洋县志 雍正昭文县志 乾隆吴江县志(一).pdf,<LOCAL_SOURCE_ROOT>/民国镇洋县志 雍正昭文县志 乾隆吴江县志(一).pdf,21997486,453,mostly_scanned_with_some_text
swhgz_766bc7ebb58d,民国高淳县志 乾隆句容县志.pdf,<LOCAL_SOURCE_ROOT>/民国高淳县志 乾隆句容县志.pdf,42750101,817,mostly_scanned_with_some_text
swhgz_bff2ba0bbe63,民国黟县四志.pdf,<LOCAL_SOURCE_ROOT>/民国黟县四志.pdf,22002885,530,scanned_image_pdf_no_text_layer
swhgz_e3e21d4d02fc,江南通志（卷一至卷六）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷一至卷六）.pdf,46415070,274,scanned_image_pdf_no_text_layer
swhgz_37dc8a2f9c81,江南通志（卷七十三至卷七十六）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷七十三至卷七十六）.pdf,30114029,142,scanned_image_pdf_no_text_layer
swhgz_e671e4c1de28,江南通志（卷七至卷十三）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷七至卷十三）.pdf,42395936,214,scanned_image_pdf_no_text_layer
swhgz_800c1a94cfb0,江南通志（卷三十、卷三十一）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷三十、卷三十一）.pdf,40874110,249,scanned_image_pdf_no_text_layer
swhgz_abd237229bdb,江南通志（卷三十七至卷四十一）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷三十七至卷四十一）.pdf,38029440,176,scanned_image_pdf_no_text_layer
swhgz_17096238ce6c,江南通志（卷三十二至卷三十六）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷三十二至卷三十六）.pdf,45487969,231,scanned_image_pdf_no_text_layer
swhgz_645613404674,江南通志（卷二十六至卷二十九）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷二十六至卷二十九）.pdf,38992969,232,scanned_image_pdf_no_text_layer
swhgz_041fa974ae1f,江南通志（卷五十五至卷六十一）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷五十五至卷六十一）.pdf,49145358,236,scanned_image_pdf_no_text_layer
swhgz_7116c9a2858a,江南通志（卷五十至卷五十四）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷五十至卷五十四）.pdf,50450369,232,scanned_image_pdf_no_text_layer
swhgz_43f49bd8119b,江南通志（卷六十二、卷六十三）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷六十二、卷六十三）.pdf,29494440,145,scanned_image_pdf_no_text_layer
swhgz_da55fb2ab2d0,江南通志（卷六十八至卷七十二）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷六十八至卷七十二）.pdf,43996618,207,scanned_image_pdf_no_text_layer
swhgz_aabb0dec5b3e,江南通志（卷六十四至卷六十七）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷六十四至卷六十七）.pdf,35149021,173,scanned_image_pdf_no_text_layer
swhgz_2bf6b7dd803e,江南通志（卷十九至卷二十五）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷十九至卷二十五）.pdf,39081408,209,scanned_image_pdf_no_text_layer
swhgz_3f5450b56607,江南通志（卷十四至卷十八）.pdf,<LOCAL_SOURCE_ROOT>/江南通志（卷十四至卷十八）.pdf,52179815,264,scanned_image_pdf_no_text_layer
