doc_id,source_file_name,source_path_current,size_bytes,page_count,pdf_kind
swhgz_e36975ff0401,上海方志通考.pdf,<LOCAL_SOURCE_ROOT>/上海方志通考.pdf,49273606,483,mostly_scanned_with_some_text
swhgz_59e784f2f8ec,上海越剧志.pdf,<LOCAL_SOURCE_ROOT>/上海越剧志.pdf,34650847,469,scanned_image_pdf_no_text_layer
swhgz_7da4356cecef,上海通志馆期刊 第一卷（1-4期）.pdf,<LOCAL_SOURCE_ROOT>/上海通志馆期刊 第一卷（1-4期）.pdf,31305258,1188,scanned_image_pdf_no_text_layer
swhgz_6979c479564b,上海通志馆期刊 第二卷（1-4期）.pdf,<LOCAL_SOURCE_ROOT>/上海通志馆期刊 第二卷（1-4期）.pdf,41494030,1514,scanned_image_pdf_no_text_layer
swhgz_79532a3e5a62,上海风土杂记.pdf,<LOCAL_SOURCE_ROOT>/上海风土杂记.pdf,13967163,104,scanned_image_pdf_no_text_layer
swhgz_5b48c0f1af65,东台县志（一、二、三、四册）.pdf,<LOCAL_SOURCE_ROOT>/东台县志（一、二、三、四册）.pdf,31731175,1638,scanned_image_pdf_no_text_layer
swhgz_135e9d421191,丰南志.pdf,<LOCAL_SOURCE_ROOT>/丰南志.pdf,8068909,352,scanned_image_pdf_no_text_layer
swhgz_b5b01d47db78,丰县志（二、三册）.pdf,<LOCAL_SOURCE_ROOT>/丰县志（二、三册）.pdf,9190326,365,scanned_image_pdf_no_text_layer
swhgz_b1bbbb1bf79b,乾隆元和县志.pdf,<LOCAL_SOURCE_ROOT>/乾隆元和县志.pdf,19649426,519,mostly_scanned_with_some_text
swhgz_4b8b778deca8,乾隆太平府志.pdf,<LOCAL_SOURCE_ROOT>/乾隆太平府志.pdf,35202973,798,scanned_image_pdf_no_text_layer
swhgz_c441542415e4,乾隆歙县志（1-5册）.pdf,<LOCAL_SOURCE_ROOT>/乾隆歙县志（1-5册）.pdf,50687902,1841,scanned_image_pdf_no_text_layer
swhgz_a10faca00a14,乾隆江都县志 嘉庆江都县续志.pdf,<LOCAL_SOURCE_ROOT>/乾隆江都县志 嘉庆江都县续志.pdf,28873534,642,mostly_scanned_with_some_text
swhgz_721903ff0adb,乾隆池州府志.pdf,<LOCAL_SOURCE_ROOT>/乾隆池州府志.pdf,31335899,760,scanned_image_pdf_no_text_layer
swhgz_36c07226b833,乾隆灵璧县志略 乾隆泗州志 光绪泗虹合志.pdf,<LOCAL_SOURCE_ROOT>/乾隆灵璧县志略 乾隆泗州志 光绪泗虹合志.pdf,22584400,655,scanned_image_pdf_no_text_layer
swhgz_5014bc8e1ae2,乾隆砀山县志 嘉庆萧县志 同治续萧县志.pdf,<LOCAL_SOURCE_ROOT>/乾隆砀山县志 嘉庆萧县志 同治续萧县志.pdf,29534120,763,scanned_image_pdf_no_text_layer
swhgz_462a5f8228e6,乾隆镇江府志（一）.pdf,<LOCAL_SOURCE_ROOT>/乾隆镇江府志（一）.pdf,20027121,672,mostly_scanned_with_some_text
swhgz_77edfaac7df5,乾隆镇江府志（二）.pdf,<LOCAL_SOURCE_ROOT>/乾隆镇江府志（二）.pdf,24056925,680,mostly_scanned_with_some_text
swhgz_e92ab527a726,乾隆长洲县志.pdf,<LOCAL_SOURCE_ROOT>/乾隆长洲县志.pdf,19607576,484,mostly_scanned_with_some_text
swhgz_3840ed281583,乾隆震泽县志 震泽县志续 垂虹识小录.pdf,<LOCAL_SOURCE_ROOT>/乾隆震泽县志 震泽县志续 垂虹识小录.pdf,20091781,522,mostly_scanned_with_some_text
swhgz_98e99d6d6d85,乾隆颍州府志.pdf,<LOCAL_SOURCE_ROOT>/乾隆颍州府志.pdf,20723700,638,scanned_image_pdf_no_text_layer
swhgz_bfb13639790a,京杭运河志（苏北段）.pdf,<LOCAL_SOURCE_ROOT>/京杭运河志（苏北段）.pdf,13314050,836,scanned_image_pdf_no_text_layer
swhgz_b3b7134c55ff,仰山乘.pdf,<LOCAL_SOURCE_ROOT>/仰山乘.pdf,7257935,420,scanned_image_pdf_no_text_layer
swhgz_02cd43db2f7d,光绪丰县志 光绪睢宁县志稿 光绪赣榆县志 民国赣.pdf,<LOCAL_SOURCE_ROOT>/光绪丰县志 光绪睢宁县志稿 光绪赣榆县志 民国赣.pdf,33201591,768,mostly_scanned_with_some_text
swhgz_23f4ebfacebc,光绪丹徒县志(一).pdf,<LOCAL_SOURCE_ROOT>/光绪丹徒县志(一).pdf,35748565,832,mostly_scanned_with_some_text
swhgz_cecea3122abc,光绪丹徒县志(二) 民国续丹徒县志.pdf,<LOCAL_SOURCE_ROOT>/光绪丹徒县志(二) 民国续丹徒县志.pdf,37314319,842,mostly_scanned_with_some_text
swhgz_27bb5500565a,光绪丹阳县志 民国丹阳县志补遗 民国丹阳县续志.pdf,<LOCAL_SOURCE_ROOT>/光绪丹阳县志 民国丹阳县志补遗 民国丹阳县续志.pdf,30196329,707,mostly_scanned_with_some_text
swhgz_1377ee49ed30,光绪亳州志 民国毫县志略.pdf,<LOCAL_SOURCE_ROOT>/光绪亳州志 民国毫县志略.pdf,22557959,572,scanned_image_pdf_no_text_layer
swhgz_284a592d55a0,光绪六合县志 民国六合县续志稿 民国棠志拾遗.pdf,<LOCAL_SOURCE_ROOT>/光绪六合县志 民国六合县续志稿 民国棠志拾遗.pdf,42604984,554,scanned_image_pdf_no_text_layer
swhgz_e68d226c73fb,光绪再续高邮州志 民国三续高邮州志 高邮志馀 高.pdf,<LOCAL_SOURCE_ROOT>/光绪再续高邮州志 民国三续高邮州志 高邮志馀 高.pdf,31793558,889,mostly_scanned_with_some_text
swhgz_9e246429084d,光绪凤台县志 涡阳风土记 民国重修蒙城县志.pdf,<LOCAL_SOURCE_ROOT>/光绪凤台县志 涡阳风土记 民国重修蒙城县志.pdf,36599863,905,scanned_image_pdf_no_text_layer
swhgz_609164c09776,光绪凤阳府志（一）.pdf,<LOCAL_SOURCE_ROOT>/光绪凤阳府志（一）.pdf,15345892,534,scanned_image_pdf_no_text_layer
swhgz_6c1ad1405f0d,光绪凤阳府志（二）.pdf,<LOCAL_SOURCE_ROOT>/光绪凤阳府志（二）.pdf,20483633,495,scanned_image_pdf_no_text_layer
swhgz_b9e4a5a78b9f,光绪吴江县续志 乾隆吴江县志(二).pdf,<LOCAL_SOURCE_ROOT>/光绪吴江县续志 乾隆吴江县志(二).pdf,26377916,576,mostly_scanned_with_some_text
swhgz_8a46b83cc244,光绪增修甘泉县志(一).pdf,<LOCAL_SOURCE_ROOT>/光绪增修甘泉县志(一).pdf,33001754,766,mostly_scanned_with_some_text
swhgz_2e29906c0798,光绪增修甘泉县志(二) 民国甘泉县续志.pdf,<LOCAL_SOURCE_ROOT>/光绪增修甘泉县志(二) 民国甘泉县续志.pdf,26948945,584,mostly_scanned_with_some_text
swhgz_4d22e0ff90a8,光绪宜兴荆溪县新志 光宣宜荆续志.pdf,<LOCAL_SOURCE_ROOT>/光绪宜兴荆溪县新志 光宣宜荆续志.pdf,29827118,606,mostly_scanned_with_some_text
swhgz_59d998ee0d46,光绪宿州志.pdf,<LOCAL_SOURCE_ROOT>/光绪宿州志.pdf,20574564,668,scanned_image_pdf_no_text_layer
swhgz_9e5b5219867a,光绪寿州志.pdf,<LOCAL_SOURCE_ROOT>/光绪寿州志.pdf,27228943,590,scanned_image_pdf_no_text_layer
swhgz_e39563e466cf,光绪常昭合志稿.pdf,<LOCAL_SOURCE_ROOT>/光绪常昭合志稿.pdf,36660748,854,mostly_scanned_with_some_text
swhgz_d1fca2e2ad0e,光绪广德州志 民国广德县志稿.pdf,<LOCAL_SOURCE_ROOT>/光绪广德州志 民国广德县志稿.pdf,39314405,924,scanned_image_pdf_no_text_layer
swhgz_635b99050e51,光绪庐江县志.pdf,<LOCAL_SOURCE_ROOT>/光绪庐江县志.pdf,22071716,622,scanned_image_pdf_no_text_layer
swhgz_cd80f19ea162,光绪无锡金匮县志.pdf,<LOCAL_SOURCE_ROOT>/光绪无锡金匮县志.pdf,33300979,805,scanned_image_pdf_no_text_layer
swhgz_93cea781498e,光绪昆新两县续修合志(一).pdf,<LOCAL_SOURCE_ROOT>/光绪昆新两县续修合志(一).pdf,29762872,633,mostly_scanned_with_some_text
swhgz_688466144ca3,光绪昆新两县续修合志（二） 民国昆新两县续补合.pdf,<LOCAL_SOURCE_ROOT>/光绪昆新两县续修合志（二） 民国昆新两县续补合.pdf,28407904,635,scanned_image_pdf_no_text_layer
swhgz_7974a6bea2ae,光绪武进阳湖县志.pdf,<LOCAL_SOURCE_ROOT>/光绪武进阳湖县志.pdf,33932837,780,mostly_scanned_with_some_text
swhgz_504f20948a55,光绪武阳志馀.pdf,<LOCAL_SOURCE_ROOT>/光绪武阳志馀.pdf,31930928,742,mostly_scanned_with_some_text
swhgz_d81fc803025a,光绪江浦埤乘 光绪靖江县志（一）.pdf,<LOCAL_SOURCE_ROOT>/光绪江浦埤乘 光绪靖江县志（一）.pdf,31838092,415,scanned_image_pdf_no_text_layer
swhgz_8346e3da60c6,光绪江浦埤乘 光绪靖江县志（二）.pdf,<LOCAL_SOURCE_ROOT>/光绪江浦埤乘 光绪靖江县志（二）.pdf,26685766,380,scanned_image_pdf_no_text_layer
swhgz_2177913fe4c8,光绪江都县志 民国江都县续志 民国江都县新志.pdf,<LOCAL_SOURCE_ROOT>/光绪江都县志 民国江都县续志 民国江都县新志.pdf,38113563,908,mostly_scanned_with_some_text
swhgz_6a0b63c13a78,光绪江阴县志.pdf,<LOCAL_SOURCE_ROOT>/光绪江阴县志.pdf,33873180,834,mostly_scanned_with_some_text
swhgz_bdc795f6790d,光绪盐城县志 民国续修盐城县志稿 民国盐城续志.pdf,<LOCAL_SOURCE_ROOT>/光绪盐城县志 民国续修盐城县志稿 民国盐城续志.pdf,20094279,487,scanned_image_pdf_no_text_layer
swhgz_a55ccca1f974,光绪直隶和州志.pdf,<LOCAL_SOURCE_ROOT>/光绪直隶和州志.pdf,22739143,618,scanned_image_pdf_no_text_layer
swhgz_72bae27bc6f6,光绪续修庐州府志（一）.pdf,<LOCAL_SOURCE_ROOT>/光绪续修庐州府志（一）.pdf,30925925,695,scanned_image_pdf_no_text_layer
swhgz_5657347b4894,光绪续修庐州府志（三）.pdf,<LOCAL_SOURCE_ROOT>/光绪续修庐州府志（三）.pdf,26383233,660,scanned_image_pdf_no_text_layer
swhgz_895c6ab6e47e,光绪续修庐州府志（二）.pdf,<LOCAL_SOURCE_ROOT>/光绪续修庐州府志（二）.pdf,26817308,630,scanned_image_pdf_no_text_layer
swhgz_4aea73b09938,光绪续纂句容县志.pdf,<LOCAL_SOURCE_ROOT>/光绪续纂句容县志.pdf,32132156,614,mostly_scanned_with_some_text
swhgz_81e8f14261bc,光绪贵池县志.pdf,<LOCAL_SOURCE_ROOT>/光绪贵池县志.pdf,25092211,616,scanned_image_pdf_no_text_layer
swhgz_0ba378d67edb,光绪霍山县志 乾隆望江县志.pdf,<LOCAL_SOURCE_ROOT>/光绪霍山县志 乾隆望江县志.pdf,27745259,702,scanned_image_pdf_no_text_layer
swhgz_e77f3d575a60,光绪青阳县志 青阳县志刊误补遗.pdf,<LOCAL_SOURCE_ROOT>/光绪青阳县志 青阳县志刊误补遗.pdf,23975562,622,scanned_image_pdf_no_text_layer
swhgz_6a7cf18fdfc3,兴化方言志.pdf,<LOCAL_SOURCE_ROOT>/兴化方言志.pdf,1557947,27,scanned_image_pdf_no_text_layer
swhgz_709a42d560e4,凤阳县志略（全）.pdf,<LOCAL_SOURCE_ROOT>/凤阳县志略（全）.pdf,1072999,52,scanned_image_pdf_no_text_layer
swhgz_ea0ca522148a,华亭县乡土志.doc,<LOCAL_SOURCE_ROOT>/华亭县乡土志.doc,12098560,,
swhgz_93134ea56028,南京二轻工业志（一）.pdf,<LOCAL_SOURCE_ROOT>/南京二轻工业志（一）.pdf,28297400,146,scanned_image_pdf_no_text_layer
swhgz_071758437bce,南京二轻工业志（二）.pdf,<LOCAL_SOURCE_ROOT>/南京二轻工业志（二）.pdf,23588456,123,scanned_image_pdf_no_text_layer
swhgz_319c9b10cbb4,南京交通志（一）.pdf,<LOCAL_SOURCE_ROOT>/南京交通志（一）.pdf,44760475,199,scanned_image_pdf_no_text_layer
swhgz_1c5a2907798a,南京交通志（二）.pdf,<LOCAL_SOURCE_ROOT>/南京交通志（二）.pdf,38610051,204,scanned_image_pdf_no_text_layer
swhgz_ce0f098ce7c9,南京人物志（一）.pdf,<LOCAL_SOURCE_ROOT>/南京人物志（一）.pdf,47893287,165,scanned_image_pdf_no_text_layer
swhgz_d4027b2375b2,南京人物志（三）.pdf,<LOCAL_SOURCE_ROOT>/南京人物志（三）.pdf,48866436,150,scanned_image_pdf_no_text_layer
swhgz_677cfb6e12f9,南京人物志（二）.pdf,<LOCAL_SOURCE_ROOT>/南京人物志（二）.pdf,48464183,144,scanned_image_pdf_no_text_layer
swhgz_6ee8179962b4,南京人物志（五）.pdf,<LOCAL_SOURCE_ROOT>/南京人物志（五）.pdf,38858465,186,scanned_image_pdf_no_text_layer
swhgz_ac39867a12b3,南京人物志（四）.pdf,<LOCAL_SOURCE_ROOT>/南京人物志（四）.pdf,44447106,180,scanned_image_pdf_no_text_layer
swhgz_cf9548fe4fa1,南京公安志（一）.pdf,<LOCAL_SOURCE_ROOT>/南京公安志（一）.pdf,43102446,172,scanned_image_pdf_no_text_layer
swhgz_d99f6be48b13,南京公安志（二）.pdf,<LOCAL_SOURCE_ROOT>/南京公安志（二）.pdf,31465115,109,scanned_image_pdf_no_text_layer
swhgz_dfbe34d9c029,南京公用事业志.pdf,<LOCAL_SOURCE_ROOT>/南京公用事业志.pdf,43636923,215,scanned_image_pdf_no_text_layer
swhgz_67670ed9d45b,南京工会志.pdf,<LOCAL_SOURCE_ROOT>/南京工会志.pdf,12816106,500,scanned_image_pdf_no_text_layer
swhgz_9b9d520e108f,南京建筑志.pdf,<LOCAL_SOURCE_ROOT>/南京建筑志.pdf,40118044,313,scanned_image_pdf_no_text_layer
swhgz_4c1c359217c6,南京建置志（一）.pdf,<LOCAL_SOURCE_ROOT>/南京建置志（一）.pdf,44800656,198,mostly_scanned_with_some_text
swhgz_752e99b43244,南京建置志（二）.pdf,<LOCAL_SOURCE_ROOT>/南京建置志（二）.pdf,41988120,189,scanned_image_pdf_no_text_layer
swhgz_edb7b03e1ac6,南京方言志.pdf,<LOCAL_SOURCE_ROOT>/南京方言志.pdf,4950970,322,mostly_scanned_with_some_text
swhgz_c7f86fcb8679,南京日用工业品商业志.pdf,<LOCAL_SOURCE_ROOT>/南京日用工业品商业志.pdf,44339345,222,scanned_image_pdf_no_text_layer
swhgz_106a43149380,南京民俗志.pdf,<LOCAL_SOURCE_ROOT>/南京民俗志.pdf,43820323,173,scanned_image_pdf_no_text_layer
swhgz_5696d3b67032,南京海关志.pdf,<LOCAL_SOURCE_ROOT>/南京海关志.pdf,5219145,261,scanned_image_pdf_no_text_layer
swhgz_b9eccaf963f0,南京蔬菜志.pdf,<LOCAL_SOURCE_ROOT>/南京蔬菜志.pdf,40897195,197,scanned_image_pdf_no_text_layer
swhgz_ca2d73827e04,南汇县志.pdf,<LOCAL_SOURCE_ROOT>/南汇县志.pdf,33176718,909,mostly_scanned_with_some_text
swhgz_24145e1ad2fb,南翔镇志.pdf,<LOCAL_SOURCE_ROOT>/南翔镇志.pdf,4856373,235,scanned_image_pdf_no_text_layer
swhgz_4ac51b958ea2,同治上江两县志（一）.pdf,<LOCAL_SOURCE_ROOT>/同治上江两县志（一）.pdf,39108632,411,scanned_image_pdf_no_text_layer
swhgz_cc251d971369,同治上江两县志（二）.pdf,<LOCAL_SOURCE_ROOT>/同治上江两县志（二）.pdf,24599745,268,scanned_image_pdf_no_text_layer
swhgz_fa3c1bc83d3f,同治六安州志（一）.pdf,<LOCAL_SOURCE_ROOT>/同治六安州志（一）.pdf,22688794,645,scanned_image_pdf_no_text_layer
swhgz_5c9c25148f0f,同治六安州志（二）.pdf,<LOCAL_SOURCE_ROOT>/同治六安州志（二）.pdf,21784959,598,scanned_image_pdf_no_text_layer
swhgz_cb11831075f1,同治徐州府志.pdf,<LOCAL_SOURCE_ROOT>/同治徐州府志.pdf,41857453,875,mostly_scanned_with_some_text
swhgz_f7e7f0f2fa93,同治祁门县志 光绪祁门县志补.pdf,<LOCAL_SOURCE_ROOT>/同治祁门县志 光绪祁门县志补.pdf,20375994,579,scanned_image_pdf_no_text_layer
swhgz_7966ebc72012,同治祁门县志（1-4册）.pdf,<LOCAL_SOURCE_ROOT>/同治祁门县志（1-4册）.pdf,30286583,1411,scanned_image_pdf_no_text_layer
swhgz_f216bd224dbe,同治续纂江宁府志（一）.pdf,<LOCAL_SOURCE_ROOT>/同治续纂江宁府志（一）.pdf,34633595,341,scanned_image_pdf_no_text_layer
swhgz_ccb01215e666,同治续纂江宁府志（二）.pdf,<LOCAL_SOURCE_ROOT>/同治续纂江宁府志（二）.pdf,28087058,259,scanned_image_pdf_no_text_layer
swhgz_5c6479cd6109,同治苏州府志（一）-1.pdf,<LOCAL_SOURCE_ROOT>/同治苏州府志（一）-1.pdf,38030389,453,scanned_image_pdf_no_text_layer
swhgz_af8a0745c468,同治苏州府志（一）-2.pdf,<LOCAL_SOURCE_ROOT>/同治苏州府志（一）-2.pdf,31229713,455,scanned_image_pdf_no_text_layer
swhgz_7d15996a7bea,同治苏州府志（三）.pdf,<LOCAL_SOURCE_ROOT>/同治苏州府志（三）.pdf,35556154,920,scanned_image_pdf_no_text_layer
swhgz_d0dcd83dc625,同治苏州府志（二）.pdf,<LOCAL_SOURCE_ROOT>/同治苏州府志（二）.pdf,32886293,859,scanned_image_pdf_no_text_layer
swhgz_ba23e2d6bef4,同治苏州府志（四）.pdf,<LOCAL_SOURCE_ROOT>/同治苏州府志（四）.pdf,31477165,802,scanned_image_pdf_no_text_layer
swhgz_6cdf4a94b2bb,同治霍邱县志.pdf,<LOCAL_SOURCE_ROOT>/同治霍邱县志.pdf,18511463,569,scanned_image_pdf_no_text_layer
swhgz_5268f2d3bb6e,同治颍上县志 颍上县志校补 民国临泉县志略 民国.pdf,<LOCAL_SOURCE_ROOT>/同治颍上县志 颍上县志校补 民国临泉县志略 民国.pdf,20515422,590,scanned_image_pdf_no_text_layer
swhgz_be2ae19bb9b7,同治黟县三志（一、二册）.pdf,<LOCAL_SOURCE_ROOT>/同治黟县三志（一、二册）.pdf,27486712,704,scanned_image_pdf_no_text_layer
swhgz_1e2f8fe256ad,吴中人物志.pdf,<LOCAL_SOURCE_ROOT>/吴中人物志.pdf,12249751,144,scanned_image_pdf_no_text_layer
swhgz_3fdf362d46a7,吴地记.pdf,<LOCAL_SOURCE_ROOT>/吴地记.pdf,5834236,204,mostly_scanned_with_some_text
swhgz_b60ae4a839d0,吴趋访古录.pdf,<LOCAL_SOURCE_ROOT>/吴趋访古录.pdf,5691543,253,mostly_scanned_with_some_text
swhgz_acaf049692db,吴郡人物志.pdf,<LOCAL_SOURCE_ROOT>/吴郡人物志.pdf,10108812,755,mostly_scanned_with_some_text
swhgz_3bfb2dae551a,吴郡图经续记.pdf,<LOCAL_SOURCE_ROOT>/吴郡图经续记.pdf,9887606,130,scanned_image_pdf_no_text_layer
swhgz_2f9763651cf8,吴郡岁华纪丽.pdf,<LOCAL_SOURCE_ROOT>/吴郡岁华纪丽.pdf,13547705,438,mostly_scanned_with_some_text
swhgz_2b3b51d12404,吴郡志.pdf,<LOCAL_SOURCE_ROOT>/吴郡志.pdf,23678722,699,scanned_image_pdf_no_text_layer
swhgz_2fdc2efb0603,吴门表隐.pdf,<LOCAL_SOURCE_ROOT>/吴门表隐.pdf,15972273,500,mostly_scanned_with_some_text
swhgz_96d1efdcb700,咸丰重修兴化县志 民国续修兴化县志.pdf,<LOCAL_SOURCE_ROOT>/咸丰重修兴化县志 民国续修兴化县志.pdf,30063180,727,mostly_scanned_with_some_text
swhgz_ff2372e5051d,善和乡志.pdf,<LOCAL_SOURCE_ROOT>/善和乡志.pdf,4337775,147,scanned_image_pdf_no_text_layer
swhgz_41e345749dec,嘉定县志·方言.pdf,<LOCAL_SOURCE_ROOT>/嘉定县志·方言.pdf,2154657,40,scanned_image_pdf_no_text_layer
swhgz_451c31b51d61,嘉庆增修宜兴县旧志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆增修宜兴县旧志.pdf,24778764,542,mostly_scanned_with_some_text
swhgz_d7bc20e597c9,嘉庆备修天长县志稿 光绪滁州志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆备修天长县志稿 光绪滁州志.pdf,19528349,516,scanned_image_pdf_no_text_layer
swhgz_56015174e853,嘉庆宁国府志（一）.pdf,<LOCAL_SOURCE_ROOT>/嘉庆宁国府志（一）.pdf,20574498,585,scanned_image_pdf_no_text_layer
swhgz_faebfbaba241,嘉庆宁国府志（二）.pdf,<LOCAL_SOURCE_ROOT>/嘉庆宁国府志（二）.pdf,24336604,505,scanned_image_pdf_no_text_layer
swhgz_3f7d69b2ffc2,嘉庆庐州府志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆庐州府志.pdf,31105562,731,scanned_image_pdf_no_text_layer
swhgz_cc2b69bd9e64,嘉庆怀远县志 光绪重修五河县志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆怀远县志 光绪重修五河县志.pdf,27508842,671,scanned_image_pdf_no_text_layer
swhgz_64990ed74d6b,嘉庆旌德县志 道光旌德县续志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆旌德县志 道光旌德县续志.pdf,21739816,508,scanned_image_pdf_no_text_layer
swhgz_9df443b09213,嘉庆无为州志 民国无为县小志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆无为州志 民国无为县小志.pdf,17817151,454,scanned_image_pdf_no_text_layer
swhgz_1dbb5d1bc6f2,嘉庆海州直隶州志 道光云台新志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆海州直隶州志 道光云台新志.pdf,32199939,758,mostly_scanned_with_some_text
swhgz_c2a074bcbf56,嘉庆溧阳县志 光绪溧阳县续志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆溧阳县志 光绪溧阳县续志.pdf,29599013,638,mostly_scanned_with_some_text
swhgz_c260201da401,嘉庆舒城县志 光绪续修舒城县志.pdf,<LOCAL_SOURCE_ROOT>/嘉庆舒城县志 光绪续修舒城县志.pdf,32231802,930,scanned_image_pdf_no_text_layer
